,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-1190円,153分,99%,22428件
1,350-399,-944円,153分,99.2%,6825件
2,400-449,-513円,151分,99.5%,3591件
3,450-499,-423円,148分,99.6%,2463件
4,500-549,-157円,146分,99.9%,2055件
5,550-599,-325円,145分,99.7%,1722件
6,600-649,-232円,144分,99.8%,1659件
7,650-699,125円,140分,100.1%,1587件
8,700-749,30円,139分,100%,1605件
9,750-799,447円,136分,100.4%,1489件
10,800-849,281円,134分,100.3%,1523件
11,850-899,419円,132分,100.4%,1523件
12,900-949,952円,131分,101%,1537件
13,950-999,701円,127分,100.7%,1360件
14,1000-1049,1191円,123分,101.3%,1601件
15,1050-1099,1473円,121分,101.6%,1630件
16,1100-1149,1729円,120分,101.9%,1550件
17,1150-1199,2054円,117分,102.3%,1489件
18,1200-1249,2201円,117分,102.5%,1423件
19,1250-1299,1878円,114分,102.2%,1452件
20,1300-1349,2187円,110分,102.6%,1328件
21,1350-1399,2247円,107分,102.8%,1259件
22,1400-1449,2858円,106分,103.6%,1208件
23,1450-1499,2339円,103分,103%,1218件
24,1500-1549,3068円,100分,104.1%,1210件
25,1550-1599,2876円,97分,103.9%,1188件
26,1600-1649,3150円,93分,104.5%,1108件
27,1650-1699,3300円,92分,104.8%,1054件
28,1700-1749,3922円,89分,105.9%,1097件
29,1750-1799,4051円,85分,106.3%,1046件
30,1800-1849,4087円,84分,106.5%,1026件
31,1850-1899,4373円,81分,107.2%,1046件
32,1900-1949,4456円,79分,107.6%,1014件
33,1950-1999,4857円,75分,108.6%,933件
34,2000-2049,4960円,70分,109.5%,969件
35,2050-2099,4733円,66分,109.6%,940件
36,2100-2149,4779円,61分,110.4%,870件
37,2150-2199,5608円,59分,112.7%,883件
38,2200-2249,5802円,56分,113.9%,863件
39,2250-2299,5673円,52分,114.5%,813件
40,2300-2349,5901円,49分,116.1%,825件
41,2350-2399,6570円,45分,119.3%,805件
42,2400-2449,6404円,44分,119.5%,773件
43,2450-2499,6740円,43分,120.9%,737件
44,2500-2549,7489円,41分,124.3%,702件
45,2550-2599,7696円,39分,126%,707件
46,2600-2649,7856円,38分,127.2%,654件
47,2650-2699,8522円,35分,132%,700件
48,2700-2749,9135円,34分,135.9%,634件
49,2750-2799,8934円,34分,134.7%,547件
