,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,5601円,106分,107.1%,14件
1,1250-1299,6596円,113分,107.8%,19件
2,1300-1349,8270円,99分,111.1%,25件
3,1350-1399,6890円,104分,108.8%,31件
4,1400-1449,8398円,96分,111.7%,16件
5,1450-1499,6309円,104分,108.1%,16件
6,1500-1549,8072円,96分,111.3%,26件
7,1550-1599,5880円,99分,107.9%,29件
8,1600-1649,8169円,90分,112.1%,42件
9,1650-1699,8631円,92分,112.5%,32件
10,1700-1749,7841円,92分,111.4%,36件
11,1750-1799,8742円,79分,114.8%,30件
12,1800-1849,8664円,81分,114.3%,36件
13,1850-1899,5805円,71分,110.9%,26件
14,1900-1949,8742円,76分,115.3%,33件
15,1950-1999,8071円,69分,115.5%,43件
16,2000-2049,9623円,68分,118.8%,37件
17,2050-2099,7267円,67分,114.5%,38件
18,2100-2149,8529円,62分,118.5%,39件
19,2150-2199,10025円,52分,125.5%,32件
20,2200-2249,8921円,52分,123%,35件
21,2250-2299,9225円,46分,126.9%,44件
22,2300-2349,9768円,46分,128.6%,40件
23,2350-2399,6396円,44分,119.2%,40件
24,2400-2449,7738円,41分,125.4%,31件
25,2450-2499,9077円,37分,132.9%,48件
26,2500-2549,6503円,42分,120.6%,42件
27,2550-2599,7936円,37分,129%,38件
28,2600-2649,9368円,33分,137.5%,31件
29,2650-2699,11058円,30分,149.6%,39件
30,2700-2749,9895円,32分,140.9%,26件
31,2750-2799,10487円,28分,149.8%,23件
32,2800-2849,11431円,27分,157.1%,32件
33,2850-2899,12953円,25分,167.8%,30件
34,2900-2949,13392円,23分,177.2%,21件
