,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,250-299,-1502円,158分,98.7%,251件
1,300-349,-1702円,156分,98.5%,355件
2,350-399,-1656円,155分,98.6%,415件
3,400-449,-992円,144分,99.1%,531件
4,450-499,-2098円,148分,98.1%,595件
5,500-549,-685円,146分,99.4%,666件
6,550-599,-964円,146分,99.1%,692件
7,600-649,-490円,143分,99.5%,792件
8,650-699,-925円,142分,99.1%,805件
9,700-749,-244円,138分,99.8%,841件
10,750-799,111円,136分,100.1%,950件
11,800-849,-486円,136分,99.5%,949件
12,850-899,-403円,135分,99.6%,1041件
13,900-949,219円,128分,100.2%,1069件
14,950-999,231円,131分,100.2%,1070件
15,1000-1049,334円,126分,100.4%,1050件
16,1050-1099,576円,123分,100.6%,981件
17,1100-1149,883円,123分,101%,946件
18,1150-1199,890円,118分,101%,973件
19,1200-1249,1397円,115分,101.6%,904件
20,1250-1299,1193円,113分,101.4%,864件
21,1300-1349,1111円,112分,101.3%,872件
22,1350-1399,1400円,110分,101.7%,846件
23,1400-1449,2012円,105分,102.6%,798件
24,1450-1499,2086円,103分,102.7%,841件
25,1500-1549,2215円,102分,102.9%,773件
26,1550-1599,2166円,96分,103%,719件
27,1600-1649,2627円,95分,103.7%,658件
28,1650-1699,3026円,92分,104.4%,651件
29,1700-1749,3802円,87分,105.8%,592件
30,1750-1799,3073円,86分,104.8%,549件
31,1800-1849,4029円,83分,106.5%,529件
32,1850-1899,3633円,79分,106.1%,533件
33,1900-1949,3738円,76分,106.5%,532件
34,1950-1999,3975円,72分,107.4%,511件
35,2000-2049,4300円,69分,108.3%,498件
36,2050-2099,4033円,67分,108%,468件
37,2100-2149,5079円,63分,110.8%,446件
38,2150-2199,4261円,62分,109.1%,442件
39,2200-2249,5388円,58分,112.5%,399件
40,2250-2299,4396円,54分,110.8%,404件
41,2300-2349,5222円,51分,113.8%,387件
42,2350-2399,5907円,46分,117.1%,395件
43,2400-2449,5757円,46分,116.6%,451件
44,2450-2499,6032円,44分,118.1%,360件
45,2500-2549,7028円,42分,122.4%,333件
46,2550-2599,7345円,41分,123.7%,335件
47,2600-2649,8317円,38分,129.2%,338件
48,2650-2699,8636円,36分,131.8%,309件
49,2700-2749,9376円,33分,137.8%,298件
50,2750-2799,10403円,32分,143.1%,284件
51,2800-2849,11135円,29分,152.1%,290件
52,2850-2899,12321円,25分,164.6%,255件
53,2900-2949,12864円,23分,173.6%,187件
