,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,1850円,112分,102.2%,22件
1,1150-1199,5730円,120分,106.4%,24件
2,1200-1249,5100円,108分,106.3%,33件
3,1250-1299,8255円,108分,110.2%,30件
4,1300-1349,4959円,107分,106.2%,33件
5,1350-1399,4548円,99分,106.1%,31件
6,1400-1449,6401円,97分,108.8%,41件
7,1450-1499,6339円,93分,109.1%,42件
8,1500-1549,7062円,95分,110%,47件
9,1550-1599,7518円,97分,110.4%,55件
10,1600-1649,5437円,96分,107.6%,49件
11,1650-1699,6819円,88分,110.4%,63件
12,1700-1749,5768円,91分,108.5%,60件
13,1750-1799,7761円,83分,112.5%,66件
14,1800-1849,8333円,77分,114.5%,57件
15,1850-1899,6369円,84分,110.1%,55件
16,1900-1949,8598円,74分,115.5%,52件
17,1950-1999,6859円,77分,111.9%,58件
18,2000-2049,7920円,70分,115.1%,58件
19,2050-2099,6897円,66分,114%,51件
20,2100-2149,9147円,58分,120.9%,42件
21,2150-2199,9529円,61分,120.9%,58件
22,2200-2249,7146円,53分,118%,36件
23,2250-2299,6798円,52分,117.5%,47件
24,2300-2349,9390円,44分,128.1%,48件
25,2350-2399,10162円,38分,136.1%,41件
26,2400-2449,7325円,43分,122.5%,31件
27,2450-2499,10472円,35分,140%,33件
28,2500-2549,10116円,32分,142.4%,28件
29,2550-2599,10786円,34分,142.7%,31件
30,2600-2649,10508円,34分,141.3%,28件
31,2650-2699,11355円,32分,147.2%,38件
32,2700-2749,11473円,29分,152.5%,32件
33,2750-2799,11475円,31分,149.6%,28件
34,2800-2849,11890円,27分,157.7%,26件
35,2850-2899,12481円,25分,166.6%,31件
36,2900-2949,12891円,21分,182.2%,28件
