,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,5280円,116分,106.1%,745件
1,1300-1349,4996円,113分,105.9%,725件
2,1350-1399,4447円,113分,105.3%,688件
3,1400-1449,5023円,110分,106.1%,685件
4,1450-1499,5483円,105分,106.9%,651件
5,1500-1549,5648円,102分,107.4%,693件
6,1550-1599,5702円,102分,107.5%,640件
7,1600-1649,5498円,96分,107.7%,589件
8,1650-1699,6041円,95分,108.5%,537件
9,1700-1749,6379円,92分,109.3%,546件
10,1750-1799,6831円,87分,110.5%,474件
11,1800-1849,5683円,86分,108.8%,446件
12,1850-1899,7216円,82分,111.7%,429件
13,1900-1949,6081円,79分,110.3%,426件
14,1950-1999,6377円,75分,111.3%,436件
15,2000-2049,6802円,71分,112.8%,426件
16,2050-2099,6653円,68分,113%,396件
17,2100-2149,6259円,66分,112.7%,376件
18,2150-2199,7158円,61分,115.6%,363件
19,2200-2249,6387円,60分,114.2%,355件
20,2250-2299,7479円,56分,117.9%,312件
21,2300-2349,6482円,53分,116.4%,330件
22,2350-2399,7243円,49分,119.8%,315件
23,2400-2449,7798円,46分,122.6%,318件
24,2450-2499,8009円,46分,123.2%,376件
25,2500-2549,8127円,45分,124.3%,300件
26,2550-2599,8915円,42分,128.1%,274件
27,2600-2649,9701円,40分,132.1%,282件
28,2650-2699,10511円,38分,136.8%,271件
29,2700-2749,10871円,36分,140.6%,249件
30,2750-2799,11793円,32分,148.8%,236件
31,2800-2849,12987円,31分,156.3%,231件
32,2850-2899,13893円,27分,169%,238件
33,2900-2949,14926円,24分,183.8%,187件
