,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,20円,149分,100%,149件
1,450-499,-1249円,150分,98.9%,183件
2,500-549,-936円,150分,99.2%,224件
3,550-599,-142円,140分,99.9%,295件
4,600-649,-1707円,144分,98.4%,332件
5,650-699,436円,140分,100.4%,357件
6,700-749,247円,139分,100.2%,404件
7,750-799,441円,137分,100.4%,455件
8,800-849,205円,136分,100.2%,487件
9,850-899,646円,132分,100.7%,469件
10,900-949,814円,130分,100.8%,523件
11,950-999,167円,130分,100.2%,542件
12,1000-1049,389円,127分,100.4%,596件
13,1050-1099,1420円,120分,101.6%,612件
14,1100-1149,1336円,125分,101.4%,603件
15,1150-1199,1366円,118分,101.5%,612件
16,1200-1249,2125円,113分,102.5%,583件
17,1250-1299,1631円,114分,101.9%,528件
18,1300-1349,1663円,112分,102%,554件
19,1350-1399,2580円,107分,103.2%,518件
20,1400-1449,1952円,106分,102.5%,480件
21,1450-1499,2249円,104分,102.9%,488件
22,1500-1549,2649円,101分,103.5%,486件
23,1550-1599,3401円,96分,104.7%,458件
24,1600-1649,2884円,94分,104.1%,460件
25,1650-1699,3344円,93分,104.8%,449件
26,1700-1749,2926円,88分,104.5%,391件
27,1750-1799,3847円,86分,105.9%,358件
28,1800-1849,3815円,83分,106.1%,379件
29,1850-1899,4650円,79分,107.9%,323件
30,1900-1949,3802円,77分,106.6%,307件
31,1950-1999,5488円,73分,110%,307件
32,2000-2049,4052円,70分,107.7%,298件
33,2050-2099,4412円,67分,108.8%,301件
34,2100-2149,5013円,62分,110.8%,289件
35,2150-2199,5150円,60分,111.4%,271件
36,2200-2249,5180円,57分,112.1%,270件
37,2250-2299,5694円,52分,114.7%,236件
38,2300-2349,4766円,52分,112.2%,245件
39,2350-2399,5874円,48分,116.4%,206件
40,2400-2449,6005円,46分,117.4%,237件
41,2450-2499,7187円,42分,122.6%,222件
42,2500-2549,7155円,41分,123%,216件
43,2550-2599,7549円,41分,124.7%,255件
44,2600-2649,7715円,39分,126.1%,214件
45,2650-2699,8556円,36分,131.5%,189件
46,2700-2749,9506円,34分,137.2%,190件
47,2750-2799,10053円,33分,141.1%,178件
48,2800-2849,11027円,29分,150.7%,175件
49,2850-2899,11769円,26分,161.4%,149件
50,2900-2949,13275円,23分,176.5%,137件
