,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-815円,153分,99.3%,22428件
1,350-399,-571円,153分,99.5%,6825件
2,400-449,-145円,151分,99.9%,3591件
3,450-499,-63円,148分,99.9%,2463件
4,500-549,201円,147分,100.2%,2055件
5,550-599,30円,145分,100%,1722件
6,600-649,121円,144分,100.1%,1659件
7,650-699,473円,141分,100.4%,1587件
8,700-749,372円,140分,100.4%,1605件
9,750-799,783円,136分,100.8%,1489件
10,800-849,612円,134分,100.6%,1523件
11,850-899,745円,132分,100.8%,1523件
12,900-949,1279円,131分,101.3%,1537件
13,950-999,1017円,128分,101.1%,1360件
14,1000-1049,1501円,124分,101.6%,1601件
15,1050-1099,1779円,121分,102%,1630件
16,1100-1149,2033円,120分,102.3%,1550件
17,1150-1199,2355円,118分,102.7%,1489件
18,1200-1249,2502円,117分,102.9%,1423件
19,1250-1299,2169円,114分,102.5%,1452件
20,1300-1349,2470円,111分,103%,1328件
21,1350-1399,2521円,108分,103.1%,1259件
22,1400-1449,3134円,106分,103.9%,1208件
23,1450-1499,2602円,103分,103.4%,1218件
24,1500-1549,3328円,100分,104.4%,1210件
25,1550-1599,3127円,97分,104.3%,1188件
26,1600-1649,3392円,93分,104.8%,1108件
27,1650-1699,3541円,92分,105.1%,1054件
28,1700-1749,4160円,90分,106.2%,1097件
29,1750-1799,4278円,85分,106.7%,1046件
30,1800-1849,4311円,84分,106.9%,1026件
31,1850-1899,4591円,81分,107.6%,1046件
32,1900-1949,4668円,79分,107.9%,1014件
33,1950-1999,5063円,75分,109%,933件
34,2000-2049,5151円,70分,109.8%,969件
35,2050-2099,4911円,66分,109.9%,940件
36,2100-2149,4945円,61分,110.8%,870件
37,2150-2199,5772円,59分,113.1%,883件
38,2200-2249,5959円,56分,114.2%,863件
39,2250-2299,5821円,52分,114.8%,813件
40,2300-2349,6040円,49分,116.4%,825件
41,2350-2399,6705円,46分,119.6%,805件
42,2400-2449,6534円,44分,119.9%,773件
43,2450-2499,6870円,43分,121.2%,737件
44,2500-2549,7619円,41分,124.6%,702件
45,2550-2599,7826円,40分,126.4%,707件
46,2600-2649,7986円,39分,127.6%,654件
47,2650-2699,8651円,36分,132.4%,700件
48,2700-2749,9265円,34分,136.3%,634件
49,2750-2799,9064円,34分,135.1%,547件
