,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,4886円,138分,104.7%,92件
1,850-899,3329円,132分,103.4%,96件
2,900-949,4658円,132分,104.7%,114件
3,950-999,3126円,131分,103.2%,133件
4,1000-1049,3552円,129分,103.7%,117件
5,1050-1099,4360円,125分,104.7%,143件
6,1100-1149,5192円,121分,105.7%,176件
7,1150-1199,4438円,120分,104.9%,159件
8,1200-1249,4746円,120分,105.3%,197件
9,1250-1299,4751円,118分,105.4%,180件
10,1300-1349,5011円,112分,106%,209件
11,1350-1399,4025円,113分,104.8%,224件
12,1400-1449,4721円,109分,105.8%,211件
13,1450-1499,5305円,103分,106.9%,175件
14,1500-1549,4769円,107分,106%,185件
15,1550-1599,5646円,100分,107.6%,197件
16,1600-1649,4741円,98分,106.4%,199件
17,1650-1699,6337円,91分,109.3%,208件
18,1700-1749,4521円,90分,106.7%,188件
19,1750-1799,6953円,85分,111%,186件
20,1800-1849,6771円,85分,110.6%,185件
21,1850-1899,5855円,80分,109.7%,153件
22,1900-1949,6084円,78分,110.4%,169件
23,1950-1999,6668円,72分,112.3%,153件
24,2000-2049,6805円,70分,113%,161件
25,2050-2099,7820円,66分,115.8%,140件
26,2100-2149,8393円,63分,117.7%,137件
27,2150-2199,7458円,57分,117.6%,112件
28,2200-2249,7341円,57分,117.3%,120件
29,2250-2299,7461円,53分,118.8%,125件
30,2300-2349,7172円,51分,118.8%,120件
31,2350-2399,5803円,51分,115.2%,113件
32,2400-2449,8430円,44分,125.3%,112件
33,2450-2499,8052円,44分,124.6%,109件
34,2500-2549,8221円,43分,125.5%,106件
35,2550-2599,8583円,41分,128%,104件
36,2600-2649,9714円,38分,134.4%,92件
37,2650-2699,9131円,37分,132.5%,101件
38,2700-2749,10126円,36分,137.5%,91件
39,2750-2799,11365円,32分,147.7%,84件
40,2800-2849,12058円,30分,153.7%,65件
41,2850-2899,13016円,26分,166.6%,83件
42,2900-2949,13616円,26分,169.7%,72件
