,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,354円,153分,100.3%,1605件
1,400-449,551円,152分,100.5%,1631件
2,450-499,521円,148分,100.5%,1668件
3,500-549,846円,149分,100.8%,1743件
4,550-599,700円,147分,100.6%,1707件
5,600-649,922円,146分,100.8%,1754件
6,650-699,1176円,141分,101.1%,1744件
7,700-749,2023円,139分,101.9%,1679件
8,750-799,826円,139分,100.8%,1983件
9,800-849,1666円,134分,101.7%,1971件
10,850-899,1334円,133分,101.3%,1956件
11,900-949,2218円,130分,102.3%,1827件
12,950-999,1929円,128分,102%,1742件
13,1000-1049,2052円,127分,102.2%,1532件
14,1050-1099,2051円,125分,102.2%,1481件
15,1100-1149,2303円,124分,102.5%,1354件
16,1150-1199,2035円,118分,102.3%,1272件
17,1200-1249,2678円,118分,103%,1289件
18,1250-1299,2867円,114分,103.3%,1209件
19,1300-1349,2684円,114分,103.1%,1134件
20,1350-1399,3147円,109分,103.8%,1211件
21,1400-1449,3738円,105分,104.7%,1196件
22,1450-1499,3007円,104分,103.9%,1068件
23,1500-1549,3840円,102分,105%,938件
24,1550-1599,3836円,99分,105.2%,960件
25,1600-1649,3957円,97分,105.4%,961件
26,1650-1699,3597円,92分,105.2%,886件
27,1700-1749,4082円,90分,106.1%,920件
28,1750-1799,4523円,87分,107%,852件
29,1800-1849,4936円,83分,107.9%,840件
30,1850-1899,4564円,78分,107.8%,833件
31,1900-1949,4657円,77分,108%,743件
32,1950-1999,4640円,74分,108.4%,773件
33,2000-2049,4707円,73分,108.7%,725件
34,2050-2099,5139円,68分,110.1%,715件
35,2100-2149,5992円,64分,112.5%,690件
36,2150-2199,5676円,62分,112.3%,708件
37,2200-2249,5622円,58分,112.9%,610件
38,2250-2299,5644円,55分,113.6%,610件
39,2300-2349,5916円,52分,115.2%,579件
40,2350-2399,6213円,48分,117.2%,565件
41,2400-2449,6489円,46分,118.9%,563件
42,2450-2499,6971円,45分,120.7%,545件
43,2500-2549,7821円,43分,124.4%,592件
44,2550-2599,8255円,41分,127.1%,532件
45,2600-2649,8546円,39分,129.4%,552件
46,2650-2699,9457円,37分,134.3%,488件
47,2700-2749,9810円,35分,137%,464件
48,2750-2799,10676円,32分,144.3%,427件
49,2800-2849,11410円,30分,151.3%,381件
50,2850-2899,12675円,26分,164.1%,337件
51,2900-2949,13353円,23分,177%,264件
