,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,8880円,125分,109.5%,20件
1,1250-1299,7445円,103分,109.6%,28件
2,1300-1349,11481円,109分,114.1%,28件
3,1350-1399,8751円,104分,111.3%,28件
4,1400-1449,7766円,98分,110.6%,23件
5,1450-1499,9697円,95分,113.6%,35件
6,1500-1549,8846円,96分,112.3%,34件
7,1550-1599,11011円,90分,116.3%,39件
8,1600-1649,11104円,93分,116%,47件
9,1650-1699,8644円,92分,112.5%,41件
10,1700-1749,9441円,88分,114.3%,50件
11,1750-1799,8895円,87分,113.6%,50件
12,1800-1849,10443円,82分,116.9%,54件
13,1850-1899,11181円,74分,120.2%,47件
14,1900-1949,8863円,81分,114.6%,46件
15,1950-1999,10605円,72分,119.7%,44件
16,2000-2049,8982円,73分,116.5%,48件
17,2050-2099,9631円,66分,119.5%,44件
18,2100-2149,8912円,64分,118.7%,42件
19,2150-2199,11098円,58分,125.3%,35件
20,2200-2249,11762円,58分,127%,50件
21,2250-2299,9590円,50分,125.6%,27件
22,2300-2349,9937円,48分,127.9%,44件
23,2350-2399,11806円,40分,138.9%,40件
24,2400-2449,13077円,32分,153.7%,36件
25,2450-2499,8897円,42分,128.5%,24件
26,2500-2549,12700円,32分,153.5%,31件
27,2550-2599,12014円,29分,155.1%,24件
28,2600-2649,12184円,33分,149.4%,26件
29,2650-2699,12191円,32分,150.9%,22件
30,2700-2749,13277円,30分,158.8%,33件
31,2750-2799,13871円,26分,170.9%,29件
32,2800-2849,13643円,29分,163.4%,24件
33,2850-2899,14305円,24分,179.3%,23件
34,2900-2949,14590円,23分,186.3%,25件
