,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,4934円,121分,105.4%,360件
1,1200-1249,6243円,117分,107.1%,353件
2,1250-1299,6376円,119分,107.1%,351件
3,1300-1349,5868円,112分,107%,342件
4,1350-1399,6597円,106分,108.3%,343件
5,1400-1449,6150円,107分,107.7%,330件
6,1450-1499,6345円,106分,108%,334件
7,1500-1549,6206円,103分,108%,283件
8,1550-1599,5402円,100分,107.2%,273件
9,1600-1649,6110円,98分,108.3%,274件
10,1650-1699,6622円,93分,109.5%,286件
11,1700-1749,6530円,90分,109.6%,249件
12,1750-1799,5945円,89分,108.9%,255件
13,1800-1849,6875円,87分,110.5%,263件
14,1850-1899,7078円,80分,111.8%,223件
15,1900-1949,7640円,82分,112.5%,199件
16,1950-1999,7267円,74分,113.1%,216件
17,2000-2049,8508円,70分,116.1%,197件
18,2050-2099,5967円,70分,111.4%,173件
19,2100-2149,8102円,63分,117%,162件
20,2150-2199,7007円,59分,115.7%,179件
21,2200-2249,7353円,56分,117.6%,184件
22,2250-2299,8502円,50分,122.5%,164件
23,2300-2349,8192円,50分,121.8%,157件
24,2350-2399,7386円,48分,120.4%,143件
25,2400-2449,9003円,44分,127.4%,140件
26,2450-2499,8102円,46分,123.4%,140件
27,2500-2549,9022円,43分,128.2%,123件
28,2550-2599,9680円,42分,130.9%,130件
29,2600-2649,9358円,41分,130.5%,114件
30,2650-2699,10396円,37分,137.8%,120件
31,2700-2749,11277円,35分,142.4%,145件
32,2750-2799,11671円,33分,147.5%,124件
33,2800-2849,12614円,30分,156.5%,110件
34,2850-2899,14295円,27分,171.7%,107件
35,2900-2949,14462円,25分,177.9%,102件
