,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,6554円,123分,107.1%,20件
1,1250-1299,5548円,101分,107.3%,28件
2,1300-1349,9278円,107分,111.6%,28件
3,1350-1399,6777円,102分,108.9%,28件
4,1400-1449,5967円,96分,108.3%,23件
5,1450-1499,7836円,94分,111.2%,35件
6,1500-1549,7011円,94分,109.9%,34件
7,1550-1599,9178円,88分,113.9%,39件
8,1600-1649,9210円,91分,113.5%,47件
9,1650-1699,6909円,91分,110.1%,41件
10,1700-1749,7721円,86分,111.9%,50件
11,1750-1799,7191円,85分,111.2%,50件
12,1800-1849,8791円,81分,114.5%,54件
13,1850-1899,9662円,72分,117.8%,47件
14,1900-1949,7305円,79分,112.3%,46件
15,1950-1999,9094円,70分,117.2%,44件
16,2000-2049,7584円,72分,114.1%,48件
17,2050-2099,8259円,65分,117%,44件
18,2100-2149,7695円,63分,116.4%,42件
19,2150-2199,9795円,57分,122.8%,35件
20,2200-2249,10477円,57分,124.5%,50件
21,2250-2299,8502円,49分,123.1%,27件
22,2300-2349,8916円,47分,125.5%,44件
23,2350-2399,10877円,40分,136.6%,40件
24,2400-2449,12213円,32分,151.4%,36件
25,2450-2499,8033円,41分,126.2%,24件
26,2500-2549,11836円,31分,151.1%,31件
27,2550-2599,11150円,28分,152.5%,24件
28,2600-2649,11320円,32分,147%,26件
29,2650-2699,11327円,31分,148.5%,22件
30,2700-2749,12413円,29分,156.4%,33件
31,2750-2799,13007円,25分,168.5%,29件
32,2800-2849,12779円,28分,161%,24件
33,2850-2899,13441円,23分,177%,23件
34,2900-2949,13726円,22分,184.1%,25件
