,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,4949円,133分,105%,114件
1,950-999,3403円,131分,103.5%,133件
2,1000-1049,3826円,129分,103.9%,117件
3,1050-1099,4632円,125分,104.9%,143件
4,1100-1149,5460円,121分,106%,176件
5,1150-1199,4701円,121分,105.2%,159件
6,1200-1249,5009円,120分,105.5%,197件
7,1250-1299,5010円,118分,105.7%,180件
8,1300-1349,5258円,112分,106.3%,209件
9,1350-1399,4267円,113分,105%,224件
10,1400-1449,4959円,109分,106.1%,211件
11,1450-1499,5533円,103分,107.2%,175件
12,1500-1549,5004円,107分,106.2%,185件
13,1550-1599,5868円,100分,107.8%,197件
14,1600-1649,4956円,99分,106.7%,199件
15,1650-1699,6546円,91分,109.6%,208件
16,1700-1749,4713円,90分,107%,188件
17,1750-1799,7153円,85分,111.3%,186件
18,1800-1849,6969円,85分,110.9%,185件
19,1850-1899,6037円,80分,110%,153件
20,1900-1949,6260円,78分,110.7%,169件
21,1950-1999,6835円,72分,112.6%,153件
22,2000-2049,6968円,70分,113.3%,161件
23,2050-2099,7981円,66分,116%,140件
24,2100-2149,8551円,63分,118%,137件
25,2150-2199,7599円,57分,117.9%,112件
26,2200-2249,7478円,57分,117.6%,120件
27,2250-2299,7589円,53分,119.1%,125件
28,2300-2349,7295円,51分,119.1%,120件
29,2350-2399,5916円,51分,115.5%,113件
30,2400-2449,8544円,45分,125.6%,112件
31,2450-2499,8166円,44分,124.9%,109件
32,2500-2549,8334円,43分,125.8%,106件
33,2550-2599,8696円,41分,128.3%,104件
34,2600-2649,9827円,38分,134.8%,92件
35,2650-2699,9244円,38分,132.8%,101件
36,2700-2749,10239円,36分,137.8%,91件
37,2750-2799,11478円,32分,148%,84件
38,2800-2849,12171円,30分,154%,65件
39,2850-2899,13129円,26分,167%,83件
40,2900-2949,13730円,26分,170.1%,72件
