,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,3884円,124分,104.2%,3418件
1,1100-1149,3937円,121分,104.3%,3323件
2,1150-1199,4142円,120分,104.6%,3214件
3,1200-1249,4310円,118分,104.9%,3091件
4,1250-1299,4276円,114分,105%,3074件
5,1300-1349,4196円,112分,105%,3039件
6,1350-1399,4546円,108分,105.6%,2937件
7,1400-1449,4603円,107分,105.7%,2891件
8,1450-1499,4873円,105分,106.2%,2848件
9,1500-1549,4827円,102分,106.3%,2757件
10,1550-1599,4894円,99分,106.6%,2703件
11,1600-1649,5128円,96分,107.1%,2702件
12,1650-1699,5099円,93分,107.3%,2601件
13,1700-1749,5348円,91分,107.9%,2467件
14,1750-1799,5048円,88分,107.7%,2518件
15,1800-1849,5471円,84分,108.7%,2481件
16,1850-1899,5024円,81分,108.3%,2235件
17,1900-1949,5810円,77分,110%,2334件
18,1950-1999,6002円,75分,110.7%,2223件
19,2000-2049,5808円,71分,110.9%,2159件
20,2050-2099,5816円,68分,111.3%,2119件
21,2100-2149,5940円,66分,112.1%,2076件
22,2150-2199,5991円,62分,112.9%,1990件
23,2200-2249,6220円,59分,114.2%,1918件
24,2250-2299,6848円,54分,116.8%,1923件
25,2300-2349,6618円,52分,116.9%,1866件
26,2350-2399,6914円,48分,119.1%,1784件
27,2400-2449,7264円,46分,121%,1814件
28,2450-2499,7721円,45分,122.9%,1732件
29,2500-2549,7542円,45分,122.5%,1450件
