,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,4080円,136分,104%,1078件
1,900-949,4495円,132分,104.5%,951件
2,950-999,4840円,130分,105%,929件
3,1000-1049,3993円,128分,104.2%,1661件
4,1050-1099,3792円,127分,104%,945件
5,1100-1149,4640円,122分,105.1%,1007件
6,1150-1199,4342円,121分,104.8%,846件
7,1200-1249,4833円,119分,105.4%,781件
8,1250-1299,4579円,115分,105.3%,747件
9,1300-1349,5153円,113分,106.1%,771件
10,1350-1399,4770円,111分,105.7%,670件
11,1400-1449,5393円,108分,106.7%,673件
12,1450-1499,6106円,105分,107.8%,620件
13,1500-1549,5309円,104分,106.8%,628件
14,1550-1599,5720円,100分,107.7%,670件
15,1600-1649,5637円,96分,107.9%,609件
16,1650-1699,5709円,94分,108.1%,614件
17,1700-1749,6376円,90分,109.5%,588件
18,1750-1799,6842円,88分,110.4%,564件
19,1800-1849,6231円,87分,109.6%,504件
20,1850-1899,6781円,81分,111.1%,551件
21,1900-1949,7481円,81分,112.4%,515件
22,1950-1999,6691円,74分,112%,505件
23,2000-2049,6851円,72分,112.7%,457件
24,2050-2099,6779円,67分,113.4%,463件
25,2100-2149,7510円,63分,116%,470件
26,2150-2199,7732円,59分,117.4%,460件
27,2200-2249,6712円,56分,116.1%,465件
28,2250-2299,7479円,53分,118.8%,439件
29,2300-2349,7564円,51分,119.8%,429件
30,2350-2399,8021円,47分,122.9%,444件
31,2400-2449,7663円,45分,122.5%,370件
32,2450-2499,8284円,43分,125.4%,429件
33,2500-2549,8681円,43分,126.7%,376件
34,2550-2599,9338円,40分,130.8%,379件
35,2600-2649,9646円,40分,132%,334件
36,2650-2699,9627円,38分,134.2%,367件
37,2700-2749,10452円,36分,139.2%,306件
38,2750-2799,11562円,32分,147.7%,325件
39,2800-2849,12264円,29分,156.3%,310件
40,2850-2899,13155円,27分,164.5%,278件
41,2900-2949,14307円,24分,178.6%,183件
