,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,1882円,125分,102%,25件
1,1100-1149,2086円,118分,102.4%,34件
2,1150-1199,3996円,126分,104.2%,29件
3,1200-1249,4017円,119分,104.5%,54件
4,1250-1299,4586円,107分,105.7%,48件
5,1300-1349,3532円,112分,104.2%,48件
6,1350-1399,2612円,105分,103.3%,54件
7,1400-1449,4941円,102分,106.4%,75件
8,1450-1499,5650円,100分,107.5%,62件
9,1500-1549,4153円,102分,105.4%,61件
10,1550-1599,3166円,92分,104.6%,64件
11,1600-1649,3786円,91分,105.6%,59件
12,1650-1699,4834円,92分,107%,72件
13,1700-1749,5214円,88分,107.9%,56件
14,1750-1799,3776円,82分,106.2%,73件
15,1800-1849,4421円,82分,107.2%,67件
16,1850-1899,5081円,74分,109.1%,58件
17,1900-1949,5379円,72分,109.9%,77件
18,1950-1999,6146円,73分,111.3%,79件
19,2000-2049,4192円,66分,108.4%,64件
20,2050-2099,6168円,64分,112.8%,81件
21,2100-2149,5419円,64分,111.3%,82件
22,2150-2199,4447円,58分,110.3%,69件
23,2200-2249,6051円,54分,115.1%,69件
24,2250-2299,5750円,54分,114.2%,67件
25,2300-2349,5750円,49分,115.8%,73件
26,2350-2399,6645円,44分,120%,48件
27,2400-2449,5142円,46分,115%,50件
28,2450-2499,5234円,46分,115.1%,54件
29,2500-2549,7354円,39分,124.8%,48件
30,2550-2599,8662円,35分,133.3%,29件
31,2600-2649,8961円,35分,134.1%,42件
32,2650-2699,8169円,35分,131.3%,36件
33,2700-2749,9091円,33分,136.2%,41件
34,2750-2799,9640円,33分,139.4%,48件
35,2800-2849,11479円,27分,156%,34件
36,2850-2899,12172円,25分,164.9%,25件
37,2900-2949,13377円,23分,178%,40件
