,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,2134円,137分,102.1%,4001件
1,800-849,2572円,135分,102.5%,4159件
2,850-899,2573円,132分,102.6%,3906件
3,900-949,2995円,130分,103.1%,3828件
4,950-999,2871円,129分,103%,3613件
5,1000-1049,2820円,127分,103%,3625件
6,1050-1099,3127円,123分,103.4%,3418件
7,1100-1149,3197円,120分,103.5%,3323件
8,1150-1199,3406円,119分,103.8%,3214件
9,1200-1249,3581円,117分,104.1%,3091件
10,1250-1299,3572円,113分,104.2%,3074件
11,1300-1349,3504円,112分,104.2%,3039件
12,1350-1399,3874円,107分,104.8%,2937件
13,1400-1449,3934円,107分,104.9%,2891件
14,1450-1499,4213円,104分,105.4%,2848件
15,1500-1549,4192円,101分,105.5%,2757件
16,1550-1599,4271円,98分,105.8%,2703件
17,1600-1649,4519円,96分,106.3%,2702件
18,1650-1699,4511円,93分,106.5%,2601件
19,1700-1749,4772円,90分,107.1%,2467件
20,1750-1799,4495円,87分,106.9%,2518件
21,1800-1849,4935円,83分,107.9%,2481件
22,1850-1899,4516円,80分,107.5%,2235件
23,1900-1949,5310円,77分,109.2%,2334件
24,1950-1999,5517円,74分,109.9%,2223件
25,2000-2049,5343円,71分,110%,2159件
26,2050-2099,5373円,68分,110.5%,2119件
27,2100-2149,5512円,65分,111.3%,2076件
28,2150-2199,5586円,61分,112.1%,1990件
29,2200-2249,5832円,58分,113.4%,1918件
30,2250-2299,6479円,54分,116%,1923件
31,2300-2349,6264円,52分,116.1%,1866件
32,2350-2399,6577円,48分,118.3%,1784件
33,2400-2449,6934円,46分,120.2%,1814件
34,2450-2499,7390円,45分,122.1%,1732件
35,2500-2549,7212円,44分,121.7%,1450件
