,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,6625円,115分,107.7%,96件
1,1350-1399,7679円,112分,109.1%,101件
2,1400-1449,7304円,111分,108.8%,108件
3,1450-1499,6242円,105分,107.9%,112件
4,1500-1549,6469円,105分,108.2%,133件
5,1550-1599,7241円,96分,110.1%,114件
6,1600-1649,6672円,98分,109.1%,101件
7,1650-1699,6740円,100分,109%,113件
8,1700-1749,8393円,89分,112.5%,109件
9,1750-1799,7502円,91分,111%,121件
10,1800-1849,8601円,83分,113.9%,117件
11,1850-1899,5317円,83分,108.5%,104件
12,1900-1949,8877円,73分,116.1%,101件
13,1950-1999,8783円,77分,115.3%,112件
14,2000-2049,8265円,69分,116.1%,84件
15,2050-2099,7601円,69分,114.7%,93件
16,2100-2149,7206円,63分,115.2%,81件
17,2150-2199,10305円,57分,124.2%,107件
18,2200-2249,7298円,56分,117.4%,60件
19,2250-2299,9618円,50分,125.6%,76件
20,2300-2349,8995円,44分,127.2%,65件
21,2350-2399,8546円,47分,124.3%,59件
22,2400-2449,8959円,43分,127.9%,73件
23,2450-2499,9727円,42分,131%,71件
24,2500-2549,9157円,44分,128%,72件
25,2550-2599,9612円,43分,129.8%,54件
26,2600-2649,9697円,40分,132%,58件
27,2650-2699,10091円,39分,134.9%,60件
28,2700-2749,10932円,35分,141.1%,57件
29,2750-2799,11431円,32分,148.1%,41件
30,2800-2849,12077円,29分,155.2%,58件
31,2850-2899,13566円,28分,165.4%,49件
32,2900-2949,14910円,22分,190%,42件
