,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,-483円,144分,99.6%,116件
1,500-549,-1021円,148分,99.1%,149件
2,550-599,-221円,147分,99.8%,193件
3,600-649,-67円,140分,99.9%,232件
4,650-699,-1612円,142分,98.5%,277件
5,700-749,942円,137分,100.9%,305件
6,750-799,288円,136分,100.3%,329件
7,800-849,394円,134分,100.4%,374件
8,850-899,257円,134分,100.3%,410件
9,900-949,1035円,129分,101.1%,403件
10,950-999,1194円,127分,101.3%,439件
11,1000-1049,418円,128分,100.4%,464件
12,1050-1099,518円,124分,100.6%,508件
13,1100-1149,1623円,118分,101.8%,503件
14,1150-1199,1634円,122分,101.8%,501件
15,1200-1249,1718円,115分,102%,509件
16,1250-1299,2381円,110分,102.9%,490件
17,1300-1349,2237円,111分,102.7%,460件
18,1350-1399,2143円,109分,102.6%,470件
19,1400-1449,2856円,104分,103.7%,424件
20,1450-1499,1988円,103分,102.6%,391件
21,1500-1549,2859円,100分,103.8%,411件
22,1550-1599,2931円,98分,104%,418件
23,1600-1649,3299円,92分,104.8%,366件
24,1650-1699,3247円,90分,104.8%,385件
25,1700-1749,3587円,90分,105.3%,365件
26,1750-1799,3636円,84分,105.7%,322件
27,1800-1849,4143円,84分,106.6%,297件
28,1850-1899,4147円,79分,107%,319件
29,1900-1949,4769円,75分,108.4%,267件
30,1950-1999,3836円,73分,107%,255件
31,2000-2049,5561円,70分,110.7%,247件
32,2050-2099,4458円,66分,109%,259件
33,2100-2149,4552円,63分,109.6%,253件
34,2150-2199,5701円,57分,113.3%,242件
35,2200-2249,5652円,56分,113.4%,230件
36,2250-2299,5170円,54分,112.9%,224件
37,2300-2349,5778円,47分,116.2%,193件
38,2350-2399,5524円,49分,114.9%,206件
39,2400-2449,6222円,46分,118.2%,174件
40,2450-2499,6205円,46分,118.1%,187件
41,2500-2549,7327円,41分,123.7%,178件
42,2550-2599,7482円,40分,125%,173件
43,2600-2649,7918円,39分,126.9%,203件
44,2650-2699,8494円,37分,130.7%,185件
45,2700-2749,9111円,35分,135%,149件
46,2750-2799,10525円,31分,145.4%,159件
47,2800-2849,10891円,30分,148.8%,153件
48,2850-2899,12053円,26分,162%,150件
49,2900-2949,12883円,22分,177.6%,114件
