,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,7873円,113分,109.3%,363件
1,1350-1399,6972円,107分,108.7%,391件
2,1400-1449,7873円,109分,109.6%,327件
3,1450-1499,7467円,103分,109.6%,329件
4,1500-1549,7640円,103分,109.9%,288件
5,1550-1599,7118円,96分,109.9%,280件
6,1600-1649,8632円,95分,112.1%,285件
7,1650-1699,8090円,92分,111.7%,230件
8,1700-1749,8144円,91分,112%,256件
9,1750-1799,9124円,86分,114.1%,278件
10,1800-1849,8190円,84分,113.1%,272件
11,1850-1899,8142円,84分,113%,261件
12,1900-1949,8584円,80分,114.3%,199件
13,1950-1999,8460円,75分,115.1%,214件
14,2000-2049,9341円,71分,117.6%,202件
15,2050-2099,9875円,69分,119.2%,207件
16,2100-2149,8614円,65分,117.7%,203件
17,2150-2199,9238円,61分,120.2%,196件
18,2200-2249,9220円,54分,122.7%,191件
19,2250-2299,9102円,50分,124.3%,201件
20,2300-2349,9000円,46分,126.1%,179件
21,2350-2399,10062円,43分,131.3%,176件
22,2400-2449,9973円,42分,131.6%,158件
23,2450-2499,9474円,42分,130.1%,154件
24,2500-2549,10870円,39分,137.6%,142件
25,2550-2599,10784円,40分,135.9%,144件
26,2600-2649,11594円,38分,140.8%,138件
27,2650-2699,11719円,37分,141.7%,136件
28,2700-2749,11869円,34分,146.6%,132件
29,2750-2799,12280円,33分,150.4%,134件
30,2800-2849,13165円,31分,157.5%,112件
31,2850-2899,13973円,27分,169.1%,100件
32,2900-2949,14866円,24分,181.4%,122件
