,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,2592円,144分,102.4%,1344件
1,700-749,2695円,142分,102.5%,1288件
2,750-799,3150円,137分,103.1%,1239件
3,800-849,2737円,140分,102.6%,1097件
4,850-899,3470円,136分,103.4%,1078件
5,900-949,3901円,131分,104%,951件
6,950-999,4247円,129分,104.4%,929件
7,1000-1049,3416円,127分,103.6%,1661件
8,1050-1099,3230円,126分,103.4%,945件
9,1100-1149,4087円,121分,104.5%,1007件
10,1150-1199,3800円,121分,104.2%,846件
11,1200-1249,4291円,118分,104.8%,781件
12,1250-1299,4056円,115分,104.7%,747件
13,1300-1349,4634円,113分,105.5%,771件
14,1350-1399,4266円,111分,105.1%,670件
15,1400-1449,4897円,107分,106.1%,673件
16,1450-1499,5615円,104分,107.2%,620件
17,1500-1549,4832円,103分,106.2%,628件
18,1550-1599,5259円,99分,107.1%,670件
19,1600-1649,5192円,95分,107.3%,609件
20,1650-1699,5272円,93分,107.5%,614件
21,1700-1749,5946円,90分,108.9%,588件
22,1750-1799,6418円,87分,109.8%,564件
23,1800-1849,5821円,86分,109%,504件
24,1850-1899,6387円,81分,110.5%,551件
25,1900-1949,7081円,80分,111.8%,515件
26,1950-1999,6331円,74分,111.4%,505件
27,2000-2049,6501円,72分,112.1%,457件
28,2050-2099,6455円,67分,112.8%,463件
29,2100-2149,7199円,62分,115.4%,470件
30,2150-2199,7430円,59分,116.8%,460件
31,2200-2249,6442円,55分,115.5%,465件
32,2250-2299,7214円,53分,118.2%,439件
33,2300-2349,7308円,51分,119.3%,429件
34,2350-2399,7781円,46分,122.3%,444件
35,2400-2449,7426円,45分,121.9%,370件
36,2450-2499,8046円,43分,124.8%,429件
37,2500-2549,8444円,43分,126.1%,376件
38,2550-2599,9100円,40分,130.1%,379件
39,2600-2649,9408円,40分,131.4%,334件
40,2650-2699,9390円,37分,133.5%,367件
41,2700-2749,10215円,35分,138.5%,306件
42,2750-2799,11324円,32分,147%,325件
43,2800-2849,12027円,29分,155.6%,310件
44,2850-2899,12917円,27分,163.8%,278件
45,2900-2949,14069円,24分,178%,183件
