,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,203円,154分,100.2%,39件
1,600-649,1246円,146分,101.1%,61件
2,650-699,2390円,141分,102.3%,81件
3,700-749,1960円,137分,101.9%,116件
4,750-799,2580円,137分,102.5%,107件
5,800-849,2221円,132分,102.2%,114件
6,850-899,2548円,135分,102.5%,136件
7,900-949,1458円,135分,101.4%,161件
8,950-999,1386円,133分,101.4%,142件
9,1000-1049,3099円,125分,103.3%,170件
10,1050-1099,3627円,121分,104%,211件
11,1100-1149,3178円,120分,103.5%,190件
12,1150-1199,3092円,122分,103.4%,231件
13,1200-1249,3581円,118分,104%,218件
14,1250-1299,3411円,114分,104%,250件
15,1300-1349,2885円,113分,103.4%,265件
16,1350-1399,3343円,111分,104%,252件
17,1400-1449,3833円,106分,104.8%,211件
18,1450-1499,3253円,110分,104%,221件
19,1500-1549,4126円,101分,105.5%,244件
20,1550-1599,3385円,101分,104.5%,239件
21,1600-1649,4628円,93分,106.6%,236件
22,1650-1699,3391円,91分,105%,224件
23,1700-1749,5782円,86分,108.9%,228件
24,1750-1799,6004円,86分,109.3%,236件
25,1800-1849,5131円,82分,108.4%,197件
26,1850-1899,5157円,80分,108.6%,207件
27,1900-1949,5600円,75分,110%,186件
28,1950-1999,5558円,72分,110.3%,194件
29,2000-2049,7030円,69分,113.6%,169件
30,2050-2099,6641円,66分,113.5%,163件
31,2100-2149,6177円,60分,113.8%,145件
32,2150-2199,6395円,60分,114.2%,154件
33,2200-2249,6579円,56分,115.5%,150件
34,2250-2299,5708円,55分,113.8%,139件
35,2300-2349,4657円,54分,111.5%,129件
36,2350-2399,7262円,46分,121.2%,134件
37,2400-2449,6749円,45分,119.9%,127件
38,2450-2499,7489円,43分,123.2%,135件
39,2500-2549,7892円,42分,125%,128件
40,2550-2599,8164円,40分,126.9%,106件
41,2600-2649,7901円,39分,126.8%,118件
42,2650-2699,8597円,39分,129.6%,102件
43,2700-2749,9913円,34分,138.8%,100件
44,2750-2799,10769円,32分,144.4%,80件
45,2800-2849,11790円,29分,154.2%,99件
46,2850-2899,12254円,28分,157.9%,92件
47,2900-2949,13278円,23分,175.6%,71件
