,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,4153円,133分,104.1%,1537件
1,950-999,3793円,130分,103.9%,1360件
2,1000-1049,4227円,126分,104.5%,1601件
3,1050-1099,4466円,124分,104.8%,1630件
4,1100-1149,4704円,122分,105.1%,1550件
5,1150-1199,4993円,120分,105.6%,1489件
6,1200-1249,5141円,119分,105.7%,1423件
7,1250-1299,4726円,117分,105.4%,1452件
8,1300-1349,4957円,113分,105.9%,1328件
9,1350-1399,4934円,110分,106%,1259件
10,1400-1449,5553円,108分,106.8%,1208件
11,1450-1499,4908円,105分,106.2%,1218件
12,1500-1549,5614円,102分,107.3%,1210件
13,1550-1599,5331円,99分,107.2%,1188件
14,1600-1649,5514円,95分,107.7%,1108件
15,1650-1699,5655円,94分,108.1%,1054件
16,1700-1749,6249円,91分,109.1%,1097件
17,1750-1799,6274円,87分,109.6%,1046件
18,1800-1849,6279円,86分,109.8%,1026件
19,1850-1899,6501円,83分,110.5%,1046件
20,1900-1949,6528円,80分,110.8%,1014件
21,1950-1999,6867円,77分,111.9%,933件
22,2000-2049,6835円,71分,112.8%,969件
23,2050-2099,6475円,68分,112.8%,940件
24,2100-2149,6402円,63分,113.6%,870件
25,2150-2199,7215円,60分,116%,883件
26,2200-2249,7335円,57分,117.1%,863件
27,2250-2299,7121円,54分,117.7%,813件
28,2300-2349,7260円,50分,119.3%,825件
29,2350-2399,7889円,47分,122.6%,805件
30,2400-2449,7678円,45分,122.8%,773件
31,2450-2499,8010円,44分,124.2%,737件
32,2500-2549,8759円,42分,127.7%,702件
33,2550-2599,8967円,41分,129.5%,707件
34,2600-2649,9126円,40分,130.7%,654件
35,2650-2699,9792円,37分,135.7%,700件
36,2700-2749,10405円,35分,139.6%,634件
37,2750-2799,10205円,35分,138.4%,547件
