,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,3737円,135分,103.7%,666件
1,700-749,3359円,136分,103.3%,883件
2,750-799,4052円,131分,104.1%,791件
3,800-849,4415円,130分,104.5%,709件
4,850-899,4476円,128分,104.6%,634件
5,900-949,4390円,127分,104.6%,579件
6,950-999,4015円,126分,104.2%,534件
7,1000-1049,4654円,121分,105.1%,514件
8,1050-1099,4706円,120分,105.3%,433件
9,1100-1149,5037円,118分,105.7%,401件
10,1150-1199,4991円,115分,105.8%,360件
11,1200-1249,5807円,114分,106.8%,388件
12,1250-1299,5536円,110分,106.7%,675件
13,1300-1349,5580円,106分,107%,372件
14,1350-1399,6441円,103分,108.3%,401件
15,1400-1449,6356円,102分,108.3%,373件
16,1450-1499,6141円,99分,108.2%,308件
17,1500-1549,5709円,97分,107.9%,319件
18,1550-1599,6886円,94分,109.8%,310件
19,1600-1649,7234円,92分,110.5%,286件
20,1650-1699,7038円,88分,110.7%,243件
21,1700-1749,8024円,85分,112.6%,252件
22,1750-1799,7033円,85分,111.1%,236件
23,1800-1849,8002円,81分,113.1%,264件
24,1850-1899,7758円,76分,113.6%,252件
25,1900-1949,7103円,76分,112.4%,235件
26,1950-1999,8938円,71分,116.8%,232件
27,2000-2049,8824円,70分,116.7%,219件
28,2050-2099,8202円,67分,116.4%,186件
29,2100-2149,9463円,65分,119.5%,221件
30,2150-2199,9522円,61分,120.7%,191件
31,2200-2249,9297円,54分,122.8%,201件
32,2250-2299,9217円,50分,124.6%,176件
33,2300-2349,9658円,45分,128.8%,187件
34,2350-2399,10426円,39分,135.8%,176件
35,2400-2449,10245円,37分,136.9%,172件
36,2450-2499,10202円,36分,138%,207件
37,2500-2549,10755円,34分,141.9%,186件
38,2550-2599,10620円,35分,140.6%,173件
39,2600-2649,11708円,32分,149.2%,180件
40,2650-2699,11029円,32分,146.1%,151件
41,2700-2749,12104円,29分,155.5%,166件
42,2750-2799,12131円,29分,155.8%,142件
43,2800-2849,12751円,27分,164.1%,155件
44,2850-2899,13833円,25分,174.8%,134件
45,2900-2949,14138円,21分,190.3%,131件
