,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,-523円,136分,99.5%,25件
1,700-749,1077円,121分,101.2%,39件
2,750-799,-560円,147分,99.5%,52件
3,800-849,2527円,130分,102.6%,50件
4,850-899,-101円,132分,99.9%,54件
5,900-949,557円,133分,100.6%,61件
6,950-999,731円,128分,100.8%,79件
7,1000-1049,962円,124分,101%,82件
8,1050-1099,582円,125分,100.6%,101件
9,1100-1149,1782円,126分,101.9%,116件
10,1150-1199,1386円,120分,101.5%,122件
11,1200-1249,2488円,110分,103%,130件
12,1250-1299,2466円,113分,102.9%,135件
13,1300-1349,2694円,105分,103.4%,127件
14,1350-1399,2135円,107分,102.7%,135件
15,1400-1449,913円,105分,101.2%,154件
16,1450-1499,1802円,102分,102.4%,138件
17,1500-1549,2664円,98分,103.6%,173件
18,1550-1599,2767円,95分,103.9%,152件
19,1600-1649,3376円,95分,104.7%,166件
20,1650-1699,3995円,93分,105.7%,161件
21,1700-1749,3673円,88分,105.6%,139件
22,1750-1799,2885円,85分,104.6%,165件
23,1800-1849,3663円,79分,106.2%,173件
24,1850-1899,3343円,78分,105.7%,155件
25,1900-1949,4746円,75分,108.4%,147件
26,1950-1999,4127円,72分,107.6%,119件
27,2000-2049,2809円,72分,105.2%,123件
28,2050-2099,4739円,68分,109.3%,123件
29,2100-2149,5022円,65分,110.3%,109件
30,2150-2199,5296円,58分,112.2%,132件
31,2200-2249,5248円,56分,112.6%,104件
32,2250-2299,5993円,50分,116%,103件
33,2300-2349,5420円,50分,114.4%,111件
34,2350-2399,6221円,45分,118.2%,98件
35,2400-2449,6386円,44分,119.2%,82件
36,2450-2499,6315円,44分,119.1%,95件
37,2500-2549,6952円,42分,122%,94件
38,2550-2599,6620円,41分,121.6%,80件
39,2600-2649,8393円,37分,129.8%,75件
40,2650-2699,8568円,36分,131.4%,66件
41,2700-2749,9572円,32分,139.4%,68件
42,2750-2799,10252円,33分,141.9%,93件
43,2800-2849,10671円,29分,149.5%,76件
44,2850-2899,12114円,26分,162.7%,61件
45,2900-2949,13333円,22分,179.1%,60件
