,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1500-1549,9624円,98分,113.1%,239件
1,1550-1599,11148円,98分,115.1%,176件
2,1600-1649,11015円,93分,115.8%,192件
3,1650-1699,11841円,92分,117.1%,158件
4,1700-1749,10220円,86分,115.8%,156件
5,1750-1799,11849円,87分,118.2%,165件
6,1800-1849,11543円,84分,118.3%,134件
7,1850-1899,10792円,80分,118%,147件
8,1900-1949,12619円,74分,122.8%,162件
9,1950-1999,11229円,74分,120.3%,170件
10,2000-2049,11250円,71分,121.1%,152件
11,2050-2099,12545円,69分,124.4%,124件
12,2100-2149,11480円,64分,123.8%,132件
13,2150-2199,12963円,61分,128.2%,115件
14,2200-2249,12658円,59分,128.7%,130件
15,2250-2299,11855円,53分,129.7%,115件
16,2300-2349,12017円,47分,134.1%,118件
17,2350-2399,11876円,40分,139.8%,118件
18,2400-2449,11501円,38分,140.7%,119件
19,2450-2499,12236円,36分,144.8%,89件
20,2500-2549,13332円,34分,152%,97件
21,2550-2599,13459円,33分,153.7%,90件
22,2600-2649,12478円,34分,148.4%,85件
23,2650-2699,13640円,31分,158.1%,74件
24,2700-2749,14913円,30分,165.8%,87件
25,2750-2799,14964円,30分,167.2%,78件
26,2800-2849,14832円,29分,168.6%,80件
27,2850-2899,15436円,24分,185.2%,70件
28,2900-2949,15640円,24分,188.3%,75件
