,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-1167円,153分,99%,207件
1,350-399,-1567円,150分,98.6%,276件
2,400-449,-2021円,155分,98.3%,334件
3,450-499,-1222円,144分,98.9%,419件
4,500-549,-2163円,146分,98%,495件
5,550-599,-614円,145分,99.4%,544件
6,600-649,-945円,143分,99.1%,571件
7,650-699,-801円,142分,99.2%,639件
8,700-749,-989円,141分,99.1%,675件
9,750-799,-242円,136分,99.8%,685件
10,800-849,-136円,134分,99.9%,766件
11,850-899,-515円,133分,99.5%,770件
12,900-949,-362円,132分,99.6%,863件
13,950-999,318円,127分,100.3%,889件
14,1000-1049,82円,130分,100.1%,861件
15,1050-1099,295円,124分,100.3%,861件
16,1100-1149,752円,120分,100.8%,812件
17,1150-1199,793円,121分,100.9%,748件
18,1200-1249,746円,116分,100.9%,802件
19,1250-1299,1476円,113分,101.7%,745件
20,1300-1349,1337円,110分,101.6%,725件
21,1350-1399,855円,110分,101%,688件
22,1400-1449,1473円,107分,101.8%,685件
23,1450-1499,2011円,102分,102.6%,651件
24,1500-1549,2252円,99分,103%,693件
25,1550-1599,2341円,99分,103.2%,640件
26,1600-1649,2356円,93分,103.4%,589件
27,1650-1699,2868円,92分,104.2%,537件
28,1700-1749,3283円,89分,104.9%,546件
29,1750-1799,3861円,84分,106.1%,474件
30,1800-1849,2842円,83分,104.5%,446件
31,1850-1899,4356円,80分,107.3%,429件
32,1900-1949,3436円,76分,106%,426件
33,1950-1999,3843円,73分,107%,436件
34,2000-2049,4349円,69分,108.5%,426件
35,2050-2099,4319円,66分,108.7%,396件
36,2100-2149,4038円,64分,108.4%,376件
37,2150-2199,5013円,59分,111.3%,363件
38,2200-2249,4380円,58分,110%,355件
39,2250-2299,5518円,54分,113.7%,312件
40,2300-2349,4665円,51分,112.2%,330件
41,2350-2399,5499円,47分,115.5%,315件
42,2400-2449,6071円,45分,118.2%,318件
43,2450-2499,6287円,44分,118.8%,376件
44,2500-2549,6430円,43分,119.9%,300件
45,2550-2599,7218円,41分,123.6%,274件
46,2600-2649,8004円,39分,127.5%,282件
47,2650-2699,8814円,37分,132.2%,271件
48,2700-2749,9174円,34分,135.8%,249件
49,2750-2799,10096円,31分,143.9%,236件
50,2800-2849,11289円,29分,151.4%,231件
51,2850-2899,12196円,25分,164.2%,238件
52,2900-2949,13229円,22分,179.3%,187件
