,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,2809円,136分,102.7%,60件
1,850-899,4895円,125分,105.2%,54件
2,900-949,3620円,117分,104.1%,66件
3,950-999,1880円,125分,102%,98件
4,1000-1049,3297円,126分,103.5%,105件
5,1050-1099,4046円,122分,104.4%,99件
6,1100-1149,3090円,120分,103.4%,128件
7,1150-1199,2319円,122分,102.5%,124件
8,1200-1249,4883円,117分,105.6%,136件
9,1250-1299,5444円,113分,106.4%,145件
10,1300-1349,3861円,111分,104.6%,154件
11,1350-1399,3187円,108分,103.9%,178件
12,1400-1449,5206円,104分,106.7%,171件
13,1450-1499,5263円,106分,106.6%,174件
14,1500-1549,5308円,98分,107.2%,172件
15,1550-1599,6312円,91分,109.3%,179件
16,1600-1649,6214円,91分,109.1%,157件
17,1650-1699,6163円,93分,108.8%,163件
18,1700-1749,6150円,86分,109.5%,142件
19,1750-1799,5314円,84分,108.5%,146件
20,1800-1849,5913円,84分,109.4%,135件
21,1850-1899,6033円,76分,110.6%,127件
22,1900-1949,5938円,75分,110.5%,117件
23,1950-1999,6363円,72分,111.8%,129件
24,2000-2049,6942円,69分,113.5%,120件
25,2050-2099,7260円,65分,115%,98件
26,2100-2149,8119円,66分,116.4%,109件
27,2150-2199,7238円,59分,116.4%,95件
28,2200-2249,9142円,52分,123.3%,82件
29,2250-2299,6578円,52分,116.8%,79件
30,2300-2349,7625円,46分,122.3%,71件
31,2350-2399,6770円,44分,120.7%,91件
32,2400-2449,8798円,39分,130.2%,96件
33,2450-2499,9126円,36分,133.4%,78件
34,2500-2549,8627円,41分,128%,66件
35,2550-2599,9193円,40分,130.9%,66件
36,2600-2649,10778円,35分,141.2%,69件
37,2650-2699,10138円,34分,140.1%,70件
38,2700-2749,10954円,33分,144.2%,61件
39,2750-2799,10967円,31分,147.9%,65件
40,2800-2849,11477円,28分,155.2%,56件
41,2850-2899,11339円,24分,161.9%,52件
42,2900-2949,13819円,23分,179.9%,64件
