,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-499円,150分,99.6%,180件
1,400-449,-1678円,150分,98.5%,225件
2,450-499,-1412円,153分,98.8%,276件
3,500-549,-704円,143分,99.3%,355件
4,550-599,-1818円,146分,98.3%,409件
5,600-649,-101円,141分,99.9%,440件
6,650-699,-449円,141分,99.6%,478件
7,700-749,-392円,140分,99.6%,539件
8,750-799,-581円,137分,99.4%,572件
9,800-849,212円,134分,100.2%,565件
10,850-899,255円,132分,100.3%,634件
11,900-949,-351円,133分,99.6%,642件
12,950-999,158円,130分,100.2%,735件
13,1000-1049,718円,124分,100.8%,743件
14,1050-1099,644円,127分,100.7%,725件
15,1100-1149,719円,121分,100.8%,722件
16,1150-1199,1171円,117分,101.3%,677件
17,1200-1249,1390円,117分,101.6%,645件
18,1250-1299,1379円,114分,101.6%,676件
19,1300-1349,2102円,109分,102.6%,623件
20,1350-1399,1647円,107分,102%,589件
21,1400-1449,1507円,107分,101.9%,583件
22,1450-1499,2149円,104分,102.8%,598件
23,1500-1549,2604円,99分,103.5%,542件
24,1550-1599,2776円,97分,103.8%,573件
25,1600-1649,2708円,96分,103.8%,544件
26,1650-1699,2614円,90分,103.9%,473件
27,1700-1749,3374円,89分,105%,444件
28,1750-1799,3635円,86分,105.6%,459件
29,1800-1849,4291円,82分,107%,393件
30,1850-1899,3222円,80分,105.4%,367件
31,1900-1949,4825円,76分,108.4%,357件
32,1950-1999,3989円,73分,107.3%,363件
33,2000-2049,4280円,70分,108.2%,367件
34,2050-2099,4770円,65分,109.8%,353件
35,2100-2149,4764円,64分,110%,329件
36,2150-2199,4478円,60分,109.9%,321件
37,2200-2249,5276円,56分,112.5%,300件
38,2250-2299,4700円,55分,111.4%,298件
39,2300-2349,5493円,51分,114.5%,246件
40,2350-2399,5532円,47分,115.6%,286件
41,2400-2449,6400円,44分,119.3%,266件
42,2450-2499,6640円,43分,120.8%,263件
43,2500-2549,6906円,42分,121.7%,309件
44,2550-2599,6935円,41分,122.3%,252件
45,2600-2649,7864円,38分,127.3%,228件
46,2650-2699,8754円,36分,132.1%,230件
47,2700-2749,9317円,34分,136.1%,221件
48,2750-2799,10021円,32分,142.1%,211件
49,2800-2849,10903円,28分,151.1%,187件
50,2850-2899,12347円,26分,163.6%,191件
51,2900-2949,13131円,22分,178%,168件
