,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,4131円,133分,104.1%,650件
1,950-999,5244円,129分,105.4%,623件
2,1000-1049,4182円,131分,104.2%,742件
3,1050-1099,4694円,122分,105.1%,745件
4,1100-1149,4587円,123分,105%,797件
5,1150-1199,5222円,121分,105.8%,673件
6,1200-1249,5047円,115分,105.9%,686件
7,1250-1299,5444円,118分,106.2%,632件
8,1300-1349,5446円,113分,106.4%,588件
9,1350-1399,5699円,112分,106.8%,515件
10,1400-1449,4838円,106分,106.1%,475件
11,1450-1499,5652円,104分,107.3%,498件
12,1500-1549,6110円,103分,107.9%,428件
13,1550-1599,5552円,101分,107.3%,425件
14,1600-1649,6262円,96分,108.7%,466件
15,1650-1699,6362円,92分,109.2%,455件
16,1700-1749,6221円,90分,109.2%,444件
17,1750-1799,6708円,88分,110.2%,353件
18,1800-1849,6679円,84分,110.6%,377件
19,1850-1899,6892円,82分,111.2%,346件
20,1900-1949,6976円,78分,111.9%,359件
21,1950-1999,6364円,75分,111.3%,344件
22,2000-2049,7213円,71分,113.5%,317件
23,2050-2099,7208円,67分,114.3%,316件
24,2100-2149,6980円,62分,115%,318件
25,2150-2199,6996円,60分,115.6%,295件
26,2200-2249,7354円,55分,117.9%,296件
27,2250-2299,7681円,53分,119.2%,278件
28,2300-2349,6964円,50分,118.6%,263件
29,2350-2399,7793円,46分,122.6%,254件
30,2400-2449,8215円,45分,124.2%,251件
31,2450-2499,8776円,45分,126.2%,229件
32,2500-2549,8873円,43分,127.2%,228件
33,2550-2599,9107円,41分,129.4%,232件
34,2600-2649,9735円,40分,132.8%,225件
35,2650-2699,10073円,37分,136%,208件
36,2700-2749,10891円,35分,141.1%,190件
37,2750-2799,11556円,33分,147.3%,219件
38,2800-2849,12600円,29分,157.1%,203件
39,2850-2899,13141円,26分,167.3%,213件
40,2900-2949,14278円,24分,180.8%,164件
