,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,3404円,136分,103.3%,85件
1,800-849,3451円,130分,103.5%,174件
2,850-899,4617円,125分,104.9%,212件
3,900-949,5376円,117分,106.1%,215件
4,950-999,4745円,122分,105.2%,217件
5,1000-1049,4842円,117分,105.5%,225件
6,1050-1099,4264円,120分,104.7%,237件
7,1100-1149,5297円,122分,105.8%,232件
8,1150-1199,5564円,110分,106.7%,227件
9,1200-1249,5852円,111分,107%,229件
10,1250-1299,6010円,107分,107.5%,209件
11,1300-1349,5583円,109分,106.9%,242件
12,1350-1399,6166円,100分,108.2%,247件
13,1400-1449,6587円,103分,108.5%,289件
14,1450-1499,6348円,102分,108.3%,220件
15,1500-1549,5883円,94分,108.3%,239件
16,1550-1599,7210円,95分,110.1%,176件
17,1600-1649,7264円,90分,110.8%,192件
18,1650-1699,8064円,89分,112.1%,158件
19,1700-1749,6817円,83分,110.9%,156件
20,1750-1799,8243円,83分,113.2%,165件
21,1800-1849,8032円,81分,113.2%,134件
22,1850-1899,7556円,77分,113%,147件
23,1900-1949,9368円,71分,117.6%,162件
24,1950-1999,8175円,71分,115.3%,170件
25,2000-2049,8294円,69分,116.1%,152件
26,2050-2099,9528円,66分,119.3%,124件
27,2100-2149,8719円,62分,118.8%,132件
28,2150-2199,10098円,59分,122.9%,115件
29,2200-2249,9950円,56分,123.5%,130件
30,2250-2299,9432円,51分,124.6%,115件
31,2300-2349,9845円,45分,129.1%,118件
32,2350-2399,9937円,38分,134.8%,118件
33,2400-2449,9671円,36分,135.8%,119件
34,2450-2499,10405円,35分,139.9%,89件
35,2500-2549,11502円,33分,147.1%,97件
36,2550-2599,11629円,32分,148.8%,90件
37,2600-2649,10648円,33分,143.4%,85件
38,2650-2699,11810円,30分,153%,74件
39,2700-2749,13083円,29分,161%,87件
40,2750-2799,13134円,28分,162.4%,78件
41,2800-2849,13002円,27分,163.7%,80件
42,2850-2899,13605円,23分,180.5%,70件
43,2900-2949,13809円,22分,183.8%,75件
