,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,3706円,135分,103.7%,34件
1,850-899,5251円,135分,105.2%,41件
2,900-949,4184円,124分,104.5%,58件
3,950-999,4665円,134分,104.7%,47件
4,1000-1049,3686円,119分,104.1%,60件
5,1050-1099,7081円,122分,107.7%,65件
6,1100-1149,3962円,123分,104.3%,81件
7,1150-1199,2713円,116分,103.1%,67件
8,1200-1249,4331円,113分,105.1%,75件
9,1250-1299,6202円,108分,107.6%,102件
10,1300-1349,4795円,113分,105.7%,96件
11,1350-1399,5839円,111分,107%,101件
12,1400-1449,5505円,109分,106.7%,108件
13,1450-1499,4590円,103分,105.9%,112件
14,1500-1549,4786円,104分,106.2%,133件
15,1550-1599,5681円,95分,108%,114件
16,1600-1649,5119円,96分,107.1%,101件
17,1650-1699,5123円,98分,107%,113件
18,1700-1749,6877円,88分,110.4%,109件
19,1750-1799,6004円,90分,108.9%,121件
20,1800-1849,7170円,82分,111.7%,117件
21,1850-1899,4075円,82分,106.6%,104件
22,1900-1949,7575円,72分,114%,101件
23,1950-1999,7448円,75分,113.2%,112件
24,2000-2049,7071円,68分,114%,84件
25,2050-2099,6451円,68分,112.7%,93件
26,2100-2149,6189円,62分,113.2%,81件
27,2150-2199,9210円,56分,122%,107件
28,2200-2249,6355円,55分,115.4%,60件
29,2250-2299,8682円,49分,123.5%,76件
30,2300-2349,8141円,43分,125.1%,65件
31,2350-2399,7716円,46分,122.3%,59件
32,2400-2449,8143円,42分,125.8%,73件
33,2450-2499,8910円,41分,128.9%,71件
34,2500-2549,8341円,43分,125.9%,72件
35,2550-2599,8795円,42分,127.7%,54件
36,2600-2649,8881円,40分,129.8%,58件
37,2650-2699,9275円,38分,132.7%,60件
38,2700-2749,10116円,35分,138.8%,57件
39,2750-2799,10614円,31分,145.7%,41件
40,2800-2849,11261円,28分,152.8%,58件
41,2850-2899,12750円,27分,163.1%,49件
42,2900-2949,14094円,21分,188%,42件
