,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,1248円,142分,101.2%,226件
1,750-799,3650円,139分,103.5%,245件
2,800-849,3484円,137分,103.4%,273件
3,850-899,3657円,133分,103.7%,322件
4,900-949,3075円,134分,103.1%,338件
5,950-999,4024円,128分,104.2%,336件
6,1000-1049,4255円,127分,104.5%,364件
7,1050-1099,3177円,127分,103.3%,393件
8,1100-1149,3383円,124分,103.6%,437件
9,1150-1199,4380円,118分,104.9%,412件
10,1200-1249,4867円,121分,105.4%,425件
11,1250-1299,4261円,114分,105%,411件
12,1300-1349,5099円,108分,106.3%,405件
13,1350-1399,4594円,109分,105.6%,388件
14,1400-1449,4818円,108分,105.9%,401件
15,1450-1499,5028円,105分,106.4%,350件
16,1500-1549,4046円,102分,105.3%,330件
17,1550-1599,5016円,98分,106.8%,339件
18,1600-1649,5264円,96分,107.3%,339件
19,1650-1699,5473円,91分,108%,305件
20,1700-1749,4918円,89分,107.4%,312件
21,1750-1799,5724円,89分,108.6%,307件
22,1800-1849,5786円,83分,109.3%,273件
23,1850-1899,6232円,84分,109.9%,243件
24,1900-1949,6233円,78分,110.7%,269件
25,1950-1999,7117円,73分,113%,234件
26,2000-2049,5472円,72分,110.2%,212件
27,2050-2099,6872円,67分,113.6%,192件
28,2100-2149,6121円,62分,113.1%,219件
29,2150-2199,6247円,60分,114%,212件
30,2200-2249,7151円,54分,117.6%,199件
31,2250-2299,7192円,54分,117.8%,194件
32,2300-2349,6719円,51分,117.7%,184件
33,2350-2399,7806円,45分,123%,172件
34,2400-2449,7215円,47分,120.3%,168件
35,2450-2499,8071円,44分,124.5%,147件
36,2500-2549,8207円,44分,125%,162件
37,2550-2599,8735円,41分,128.4%,145件
38,2600-2649,9238円,38分,132.1%,144件
39,2650-2699,9903円,37分,135.7%,171件
40,2700-2749,10093円,35分,138%,145件
41,2750-2799,11296円,32分,146.9%,132件
42,2800-2849,12703円,29分,158.5%,136件
43,2850-2899,13078円,28分,163%,124件
44,2900-2949,13772円,23分,178.5%,108件
