,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,1791円,144分,101.7%,805件
1,700-749,2457円,141分,102.3%,841件
2,750-799,2775円,138分,102.7%,950件
3,800-849,2149円,138分,102.1%,949件
4,850-899,2218円,137分,102.2%,1041件
5,900-949,2729円,131分,102.8%,1069件
6,950-999,2813円,133分,102.8%,1070件
7,1000-1049,2801円,128分,102.9%,1050件
8,1050-1099,3017円,126分,103.2%,981件
9,1100-1149,3340円,126分,103.5%,946件
10,1150-1199,3223円,120分,103.6%,973件
11,1200-1249,3697円,117分,104.2%,904件
12,1250-1299,3421円,115分,104%,864件
13,1300-1349,3312円,114分,103.9%,872件
14,1350-1399,3577円,112分,104.3%,846件
15,1400-1449,4128円,106分,105.2%,798件
16,1450-1499,4165円,104分,105.3%,841件
17,1500-1549,4272円,103分,105.5%,773件
18,1550-1599,4096円,98分,105.6%,719件
19,1600-1649,4563円,97分,106.3%,658件
20,1650-1699,4923円,94分,107%,651件
21,1700-1749,5634円,89分,108.5%,592件
22,1750-1799,4824円,87分,107.4%,549件
23,1800-1849,5776円,84分,109.1%,529件
24,1850-1899,5290円,81分,108.7%,533件
25,1900-1949,5314円,78分,109.1%,532件
26,1950-1999,5481円,73分,110%,511件
27,2000-2049,5755円,71分,110.8%,498件
28,2050-2099,5423円,68分,110.6%,468件
29,2100-2149,6439円,64分,113.4%,446件
30,2150-2199,5542円,63分,111.6%,442件
31,2200-2249,6635円,59分,115.1%,399件
32,2250-2299,5536円,55分,113.3%,404件
33,2300-2349,6314円,52分,116.3%,387件
34,2350-2399,6955円,47分,119.8%,395件
35,2400-2449,6784円,47分,119.2%,451件
36,2450-2499,7059円,45分,120.8%,360件
37,2500-2549,8055円,43分,125.2%,333件
38,2550-2599,8372円,42分,126.4%,335件
39,2600-2649,9344円,39分,132%,338件
40,2650-2699,9663円,37分,134.7%,309件
41,2700-2749,10403円,34分,140.8%,298件
42,2750-2799,11430円,33分,146.1%,284件
43,2800-2849,12162円,29分,155.1%,290件
44,2850-2899,13348円,26分,167.6%,255件
45,2900-2949,13892円,24分,176.4%,187件
