,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,10402円,127分,111%,20件
1,1250-1299,8687円,104分,111.1%,28件
2,1300-1349,12923円,110分,115.7%,28件
3,1350-1399,10042円,105分,112.8%,28件
4,1400-1449,8944円,99分,112%,23件
5,1450-1499,10915円,96分,115.1%,35件
6,1500-1549,10047円,97分,113.8%,34件
7,1550-1599,12210円,91分,117.9%,39件
8,1600-1649,12344円,94分,117.5%,47件
9,1650-1699,9780円,93分,114%,41件
10,1700-1749,10566円,89分,115.8%,50件
11,1750-1799,10010円,88分,115.2%,50件
12,1800-1849,11524円,83分,118.4%,54件
13,1850-1899,12175円,75分,121.7%,47件
14,1900-1949,9883円,82分,116.1%,46件
15,1950-1999,11593円,73分,121.3%,44件
16,2000-2049,9896円,74分,117.9%,48件
17,2050-2099,10530円,67分,121.1%,44件
18,2100-2149,9708円,64分,120.1%,42件
19,2150-2199,11951円,59分,126.9%,35件
20,2200-2249,12603円,59分,128.5%,50件
21,2250-2299,10303円,51分,127.1%,27件
22,2300-2349,10605円,48分,129.4%,44件
23,2350-2399,12414円,41分,140.3%,40件
24,2400-2449,13642円,33分,155.2%,36件
25,2450-2499,9462円,42分,129.9%,24件
26,2500-2549,13265円,32分,155.1%,31件
27,2550-2599,12580円,30分,156.7%,24件
28,2600-2649,12749円,33分,150.9%,26件
29,2650-2699,12757円,32分,152.4%,22件
30,2700-2749,13842円,31分,160.3%,33件
31,2750-2799,14436円,27分,172.4%,29件
32,2800-2849,14208円,29分,164.9%,24件
33,2850-2899,14870円,25分,180.8%,23件
34,2900-2949,15155円,23分,187.7%,25件
