,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,4273円,130分,104.4%,725件
1,1100-1149,4143円,124分,104.5%,722件
2,1150-1199,4532円,120分,105%,677件
3,1200-1249,4756円,120分,105.3%,645件
4,1250-1299,4672円,117分,105.3%,676件
5,1300-1349,5298円,112分,106.3%,623件
6,1350-1399,4721円,110分,105.7%,589件
7,1400-1449,4557円,109分,105.6%,583件
8,1450-1499,5156円,106分,106.5%,598件
9,1500-1549,5530円,102分,107.3%,542件
10,1550-1599,5640円,99分,107.6%,573件
11,1600-1649,5520円,98分,107.5%,544件
12,1650-1699,5240円,93分,107.5%,473件
13,1700-1749,6059円,92分,108.8%,444件
14,1750-1799,6220円,88分,109.4%,459件
15,1800-1849,6803円,84分,110.8%,393件
16,1850-1899,5597円,82分,109.1%,367件
17,1900-1949,7206円,78分,112.3%,357件
18,1950-1999,6195円,75分,111%,363件
19,2000-2049,6389円,72分,111.9%,367件
20,2050-2099,6803円,67分,113.5%,353件
21,2100-2149,6707円,65分,113.7%,329件
22,2150-2199,6302円,62分,113.5%,321件
23,2200-2249,7027円,58分,116.2%,300件
24,2250-2299,6335円,56分,115%,298件
25,2300-2349,7063円,52分,118.1%,246件
26,2350-2399,7037円,49分,119.2%,286件
27,2400-2449,7885円,46分,123%,266件
28,2450-2499,8120円,44分,124.6%,263件
29,2500-2549,8386円,44分,125.5%,309件
30,2550-2599,8415円,43分,126.3%,252件
31,2600-2649,9344円,40分,131.4%,228件
32,2650-2699,10233円,38分,136.3%,230件
33,2700-2749,10796円,36分,140.2%,221件
34,2750-2799,11501円,33分,146.3%,211件
35,2800-2849,12382円,30分,155.5%,187件
36,2850-2899,13827円,27分,167.7%,191件
37,2900-2949,14610円,24分,182%,168件
