,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,5645円,115分,106.6%,323件
1,1350-1399,5054円,116分,105.8%,337件
2,1400-1449,5592円,108分,106.9%,351件
3,1450-1499,5022円,108分,106.2%,339件
4,1500-1549,5762円,103分,107.5%,341件
5,1550-1599,5069円,99分,106.8%,334件
6,1600-1649,6958円,97分,109.6%,333件
7,1650-1699,7070円,95分,109.9%,368件
8,1700-1749,5903円,91分,108.7%,295件
9,1750-1799,6131円,89分,109.2%,300件
10,1800-1849,6846円,84分,110.9%,283件
11,1850-1899,6851円,79分,111.5%,280件
12,1900-1949,7465円,78分,112.8%,255件
13,1950-1999,7309円,75分,112.9%,248件
14,2000-2049,7104円,70分,113.5%,229件
15,2050-2099,7832円,69分,115.2%,227件
16,2100-2149,8025円,64分,116.7%,224件
17,2150-2199,6983円,63分,114.7%,221件
18,2200-2249,5545円,62分,111.9%,199件
19,2250-2299,7328円,54分,118.3%,184件
20,2300-2349,7332円,52分,118.7%,181件
21,2350-2399,7529円,49分,120.6%,188件
22,2400-2449,7540円,48分,121%,185件
23,2450-2499,8120円,45分,124.3%,158件
24,2500-2549,7813円,44分,123.5%,172件
25,2550-2599,8495円,44分,125.9%,140件
26,2600-2649,10021円,39分,134.5%,158件
27,2650-2699,10622円,38分,136.9%,125件
28,2700-2749,11175円,34分,143.3%,155件
29,2750-2799,11438円,35分,143.5%,123件
30,2800-2849,12689円,30分,155.9%,116件
31,2850-2899,13866円,27分,169.4%,113件
32,2900-2949,14630円,24分,179.7%,116件
