,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,1891円,145分,101.7%,1138件
1,550-599,1214円,145分,101.1%,1439件
2,600-649,1720円,141分,101.6%,1349件
3,650-699,2233円,138分,102.2%,1216件
4,700-749,2372円,136分,102.3%,1054件
5,750-799,2094円,138分,102%,937件
6,800-849,2106円,135分,102.1%,918件
7,850-899,2632円,131分,102.7%,865件
8,900-949,2162円,132分,102.2%,775件
9,950-999,3103円,128分,103.2%,733件
10,1000-1049,3183円,124分,103.4%,644件
11,1050-1099,3683円,122分,104%,649件
12,1100-1149,3349円,119分,103.7%,1166件
13,1150-1199,3260円,117分,103.7%,645件
14,1200-1249,3862円,114分,104.5%,687件
15,1250-1299,3973円,112分,104.7%,625件
16,1300-1349,4085円,110分,105%,542件
17,1350-1399,3403円,108分,104.2%,516件
18,1400-1449,4398円,105分,105.6%,532件
19,1450-1499,4045円,104分,105.2%,461件
20,1500-1549,4879円,98分,106.6%,448件
21,1550-1599,5117円,97分,107%,423件
22,1600-1649,4820円,95分,106.7%,442件
23,1650-1699,5462円,91分,108%,479件
24,1700-1749,5551円,87分,108.5%,439件
25,1750-1799,5030円,87分,107.7%,429件
26,1800-1849,6164円,82分,110%,405件
27,1850-1899,6594円,79分,111.1%,383件
28,1900-1949,6032円,78分,110.3%,347件
29,1950-1999,7060円,74分,112.7%,396件
30,2000-2049,7479円,71分,113.9%,360件
31,2050-2099,6642円,67分,113.3%,348件
32,2100-2149,6991円,62分,115.1%,313件
33,2150-2199,7309円,58分,116.9%,321件
34,2200-2249,8030円,52分,120.6%,337件
35,2250-2299,7735円,50分,120.5%,307件
36,2300-2349,7483円,46分,121.8%,340件
37,2350-2399,7673円,44分,123.1%,299件
38,2400-2449,7667円,44分,123.3%,293件
39,2450-2499,8797円,41分,128.8%,311件
40,2500-2549,8428円,40分,127.8%,262件
41,2550-2599,8906円,39分,130.8%,290件
42,2600-2649,9321円,37分,133.2%,251件
43,2650-2699,9834円,35分,137.3%,240件
44,2700-2749,10351円,34分,140.2%,226件
45,2750-2799,10638円,31分,145%,250件
46,2800-2849,11236円,28分,152.7%,204件
47,2850-2899,12686円,26分,165.6%,219件
48,2900-2949,13127円,22分,178.3%,184件
