,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,3306円,135分,103.3%,666件
1,700-749,2927円,136分,102.9%,883件
2,750-799,3629円,131分,103.7%,791件
3,800-849,3994円,130分,104.1%,709件
4,850-899,4059円,128分,104.2%,634件
5,900-949,3977円,127分,104.2%,579件
6,950-999,3611円,126分,103.8%,534件
7,1000-1049,4262円,120分,104.7%,514件
8,1050-1099,4316円,119分,104.8%,433件
9,1100-1149,4649円,118分,105.3%,401件
10,1150-1199,4616円,115分,105.4%,360件
11,1200-1249,5423円,114分,106.3%,388件
12,1250-1299,5169円,109分,106.3%,675件
13,1300-1349,5229円,106分,106.6%,372件
14,1350-1399,6086円,103分,107.9%,401件
15,1400-1449,6011円,101分,107.9%,373件
16,1450-1499,5802円,99分,107.8%,308件
17,1500-1549,5385円,97分,107.4%,319件
18,1550-1599,6563円,93分,109.4%,310件
19,1600-1649,6910円,92分,110%,286件
20,1650-1699,6733円,87分,110.3%,243件
21,1700-1749,7722円,84分,112.2%,252件
22,1750-1799,6739円,84分,110.6%,236件
23,1800-1849,7711円,81分,112.7%,264件
24,1850-1899,7484円,76分,113.2%,252件
25,1900-1949,6837円,76分,112%,235件
26,1950-1999,8669円,71分,116.4%,232件
27,2000-2049,8559円,70分,116.3%,219件
28,2050-2099,7958円,67分,115.9%,186件
29,2100-2149,9212円,65分,119%,221件
30,2150-2199,9282円,61分,120.3%,191件
31,2200-2249,9080円,54分,122.4%,201件
32,2250-2299,9019円,50分,124.1%,176件
33,2300-2349,9478円,45分,128.4%,187件
34,2350-2399,10258円,39分,135.3%,176件
35,2400-2449,10087円,37分,136.5%,172件
36,2450-2499,10044円,36分,137.5%,207件
37,2500-2549,10597円,34分,141.4%,186件
38,2550-2599,10462円,35分,140.1%,173件
39,2600-2649,11550円,32分,148.7%,180件
40,2650-2699,10871円,32分,145.6%,151件
41,2700-2749,11946円,29分,155%,166件
42,2750-2799,11973円,29分,155.3%,142件
43,2800-2849,12593円,26分,163.7%,155件
44,2850-2899,13675円,25分,174.4%,134件
45,2900-2949,13980円,21分,189.9%,131件
