,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,50-99,-3317円,164分,97.3%,56102件
1,100-149,-3208円,163分,97.4%,16851件
2,150-199,-2804円,161分,97.7%,8950件
3,200-249,-2551円,157分,97.8%,6231件
4,250-299,-2353円,152分,97.9%,4993件
5,300-349,-2222円,154分,98.1%,4300件
6,350-399,-1907円,152分,98.3%,4241件
7,400-449,-1768円,149分,98.4%,4097件
8,450-499,-1772円,147分,98.4%,4002件
9,500-549,-1339円,144分,98.8%,3908件
10,550-599,-1235円,143分,98.8%,3888件
11,600-649,-1102円,140分,99%,3853件
12,650-699,-1032円,140分,99%,3800件
13,700-749,-837円,137分,99.2%,3688件
14,750-799,-862円,134分,99.1%,4001件
15,800-849,-421円,133分,99.6%,4159件
16,850-899,-351円,130分,99.6%,3906件
17,900-949,105円,127分,100.1%,3828件
18,950-999,4円,127分,100%,3613件
19,1000-1049,10円,124分,100%,3625件
20,1050-1099,382円,121分,100.4%,3418件
21,1100-1149,511円,118分,100.6%,3323件
22,1150-1199,738円,117分,100.8%,3214件
23,1200-1249,939円,115分,101.1%,3091件
24,1250-1299,1018円,111分,101.2%,3074件
25,1300-1349,996円,110分,101.2%,3039件
26,1350-1399,1439円,105分,101.8%,2937件
27,1400-1449,1509円,104分,101.9%,2891件
28,1450-1499,1820円,102分,102.4%,2848件
29,1500-1549,1889円,99分,102.5%,2757件
30,1550-1599,2012円,96分,102.8%,2703件
31,1600-1649,2314円,94分,103.3%,2702件
32,1650-1699,2381円,91分,103.5%,2601件
33,1700-1749,2682円,88分,104%,2467件
34,1750-1799,2490円,85分,103.9%,2518件
35,1800-1849,2994円,82分,104.9%,2481件
36,1850-1899,2672円,79分,104.5%,2235件
37,1900-1949,3500円,75分,106.2%,2334件
38,1950-1999,3756円,73分,106.9%,2223件
39,2000-2049,3660円,69分,107%,2159件
40,2050-2099,3767円,67分,107.5%,2119件
41,2100-2149,3960円,64分,108.3%,2076件
42,2150-2199,4115円,60分,109.1%,1990件
43,2200-2249,4428円,57分,110.4%,1918件
44,2250-2299,5140円,53分,113%,1923件
45,2300-2349,4978円,51分,113.1%,1866件
46,2350-2399,5356円,47分,115.2%,1784件
47,2400-2449,5735円,45分,117.1%,1814件
48,2450-2499,6191円,44分,119%,1732件
49,2500-2549,6038円,43分,118.6%,1450件
