,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,200-249,-2862円,158分,97.6%,396件
1,250-299,-1418円,155分,98.8%,664件
2,300-349,-2016円,155分,98.3%,1020件
3,350-399,-1951円,153分,98.3%,1197件
4,400-449,-1286円,149分,98.9%,1309件
5,450-499,-1150円,149分,99%,1342件
6,500-549,-797円,143分,99.3%,1402件
7,550-599,-810円,145分,99.3%,1429件
8,600-649,-1002円,143分,99.1%,1418件
9,650-699,-607円,142分,99.4%,1450件
10,700-749,-422円,138分,99.6%,1456件
11,750-799,238円,136分,100.2%,1363件
12,800-849,-529円,136分,99.5%,1633件
13,850-899,84円,131分,100.1%,1597件
14,900-949,-29円,129分,100%,1616件
15,950-999,623円,127分,100.7%,1472件
16,1000-1049,698円,124分,100.8%,1455件
17,1050-1099,766円,124分,100.8%,1274件
18,1100-1149,856円,120分,100.9%,1241件
19,1150-1199,928円,120分,101%,1110件
20,1200-1249,880円,115分,101%,1065件
21,1250-1299,1444円,114分,101.7%,1073件
22,1300-1349,1683円,111分,102%,992件
23,1350-1399,1482円,109分,101.8%,938件
24,1400-1449,2144円,105分,102.7%,990件
25,1450-1499,2730円,101分,103.6%,995件
26,1500-1549,2216円,100分,103%,900件
27,1550-1599,2917円,98分,104%,760件
28,1600-1649,2674円,95分,103.7%,778件
29,1650-1699,3038円,92分,104.4%,786件
30,1700-1749,2661円,89分,104%,739件
31,1750-1799,3199円,86分,105%,768件
32,1800-1849,3520円,83分,105.7%,700件
33,1850-1899,4007円,79分,106.8%,680件
34,1900-1949,3821円,74分,106.9%,677件
35,1950-1999,3919円,73分,107.1%,619件
36,2000-2049,4107円,69分,107.9%,634件
37,2050-2099,3953円,68分,107.7%,594件
38,2100-2149,4694円,64分,109.8%,586件
39,2150-2199,5321円,59分,111.9%,573件
40,2200-2249,5103円,58分,111.7%,578件
41,2250-2299,5155円,54分,112.8%,501件
42,2300-2349,5671円,51分,114.9%,514件
43,2350-2399,5383円,48分,114.9%,463件
44,2400-2449,5938円,46分,117.4%,474件
45,2450-2499,6374円,44分,119.5%,460件
46,2500-2549,6806円,43分,121.3%,437件
47,2550-2599,7461円,41分,124.4%,469件
48,2600-2649,8375円,38分,129.7%,437件
49,2650-2699,8591円,36分,132.1%,471件
50,2700-2749,9546円,34分,137.4%,400件
51,2750-2799,10015円,32分,141.9%,381件
52,2800-2849,11037円,29分,151.4%,355件
53,2850-2899,11804円,26分,161.6%,327件
54,2900-2949,12950円,23分,176.3%,252件
