,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,7776円,113分,109.2%,65件
1,1300-1349,6509円,111分,107.8%,67件
2,1350-1399,7747円,107分,109.7%,83件
3,1400-1449,8842円,105分,111.2%,75件
4,1450-1499,7588円,107分,109.5%,73件
5,1500-1549,7141円,99分,109.7%,83件
6,1550-1599,7320円,98分,110%,78件
7,1600-1649,7868円,99分,110.6%,86件
8,1650-1699,8339円,91分,112.2%,73件
9,1700-1749,6708円,87分,110.2%,90件
10,1750-1799,7579円,88分,111.5%,81件
11,1800-1849,8571円,81分,114.1%,84件
12,1850-1899,8241円,78分,114.1%,96件
13,1900-1949,8943円,78分,115.3%,97件
14,1950-1999,6314円,73分,111.5%,79件
15,2000-2049,9005円,70分,117.1%,106件
16,2050-2099,8970円,68分,117.6%,112件
17,2100-2149,6965円,63分,114.8%,87件
18,2150-2199,8449円,60分,118.8%,90件
19,2200-2249,7649円,59分,117.3%,80件
20,2250-2299,6996円,54分,117.2%,85件
21,2300-2349,8757円,52分,122.4%,65件
22,2350-2399,7634円,47分,121.8%,71件
23,2400-2449,6208円,50分,116.4%,63件
24,2450-2499,8680円,42分,127.2%,61件
25,2500-2549,10636円,36分,139.7%,43件
26,2550-2599,9838円,40分,133.1%,49件
27,2600-2649,9305円,39分,131.9%,41件
28,2650-2699,10114円,37分,136.7%,49件
29,2700-2749,10936円,35分,141.1%,61件
30,2750-2799,12323円,32分,151.8%,42件
31,2800-2849,12726円,29分,158.7%,33件
32,2850-2899,14190円,27分,169%,48件
33,2900-2949,15043円,25分,181.8%,44件
