,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,250-299,-1993円,155分,98.3%,26704件
1,300-349,-1769円,155分,98.5%,8083件
2,350-399,-1244円,153分,98.9%,4303件
3,400-449,-1193円,151分,98.9%,2937件
4,450-499,-859円,148分,99.2%,2450件
5,500-549,-1000円,147分,99.1%,2057件
6,550-599,-825円,146分,99.2%,1971件
7,600-649,-567円,142分,99.5%,1884件
8,650-699,-597円,142分,99.4%,1892件
9,700-749,-220円,138分,99.8%,1818件
10,750-799,-348円,136分,99.7%,1853件
11,800-849,-210円,134分,99.8%,1804件
12,850-899,158円,133分,100.2%,1825件
13,900-949,179円,129分,100.2%,1647件
14,950-999,460円,126分,100.5%,1906件
15,1000-1049,714円,124分,100.8%,1946件
16,1050-1099,1118円,122分,101.2%,1830件
17,1100-1149,1377円,120分,101.5%,1803件
18,1150-1199,1312円,120分,101.5%,1695件
19,1200-1249,989円,117分,101.1%,1703件
20,1250-1299,1476円,113分,101.7%,1586件
21,1300-1349,1861円,109分,102.3%,1543件
22,1350-1399,2147円,109分,102.6%,1447件
23,1400-1449,1804円,105分,102.3%,1449件
24,1450-1499,2542円,101分,103.3%,1460件
25,1500-1549,2271円,100分,103%,1445件
26,1550-1599,2467円,96分,103.4%,1348件
27,1600-1649,2600円,94分,103.7%,1284件
28,1650-1699,3125円,92分,104.5%,1324件
29,1700-1749,3413円,88分,105.2%,1254件
30,1750-1799,3504円,86分,105.4%,1272件
31,1800-1849,3747円,84分,106%,1245件
32,1850-1899,3727円,82分,106.1%,1188件
33,1900-1949,4339円,78分,107.5%,1139件
34,1950-1999,4383円,73分,108%,1180件
35,2000-2049,4217円,69分,108.1%,1112件
36,2050-2099,4274円,65分,108.8%,1071件
37,2100-2149,4978円,62分,110.7%,1049件
38,2150-2199,5149円,59分,111.6%,1005件
39,2200-2249,5106円,56分,112.2%,977件
40,2250-2299,5339円,52分,113.6%,988件
41,2300-2349,5681円,49分,115.5%,967件
42,2350-2399,5835円,46分,116.9%,940件
43,2400-2449,6026円,45分,117.9%,877件
44,2450-2499,6746円,42分,121.2%,873件
45,2500-2549,6863円,42分,122%,852件
46,2550-2599,7243円,40分,123.9%,810件
47,2600-2649,7790円,38分,127.6%,847件
48,2650-2699,8350円,36分,130.7%,779件
49,2700-2749,8312円,36分,130.7%,655件
