,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,7152円,115分,108.3%,444件
1,1300-1349,6249円,110分,107.6%,467件
2,1350-1399,6964円,112分,108.3%,402件
3,1400-1449,6804円,107分,108.5%,405件
4,1450-1499,6884円,106分,108.6%,336件
5,1500-1549,6761円,100分,109%,329件
6,1550-1599,7796円,99分,110.5%,345件
7,1600-1649,7755円,95分,110.9%,290件
8,1650-1699,7473円,95分,110.5%,304件
9,1700-1749,7923円,90分,111.7%,324件
10,1750-1799,7556円,87分,111.6%,320件
11,1800-1849,7709円,87分,111.9%,314件
12,1850-1899,7914円,82分,112.9%,240件
13,1900-1949,8014円,78分,113.7%,255件
14,1950-1999,8745円,75分,115.6%,251件
15,2000-2049,9267円,72分,117.3%,254件
16,2050-2099,7972円,68分,115.6%,242件
17,2100-2149,8646円,65分,117.7%,230件
18,2150-2199,8703円,59分,119.5%,227件
19,2200-2249,8428円,54分,120.8%,232件
20,2250-2299,8513円,50分,122.6%,207件
21,2300-2349,9070円,46分,126.2%,203件
22,2350-2399,8923円,46分,125.9%,187件
23,2400-2449,8971円,43分,127.7%,187件
24,2450-2499,10004円,41分,132.5%,171件
25,2500-2549,9928円,42分,131.6%,177件
26,2550-2599,10659円,41分,134.9%,159件
27,2600-2649,10805円,40分,136.4%,164件
28,2650-2699,10982円,37分,139.6%,157件
29,2700-2749,11471円,35分,143.3%,158件
30,2750-2799,12128円,33分,149.1%,136件
31,2800-2849,12979円,30分,157.3%,125件
32,2850-2899,13778円,27分,167.2%,157件
33,2900-2949,14607円,24分,182.7%,128件
