,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,4425円,132分,104.5%,1098件
1,950-999,3740円,131分,103.8%,1979件
2,1000-1049,3565円,130分,103.7%,1105件
3,1050-1099,4074円,125分,104.3%,1193件
4,1100-1149,4105円,125分,104.4%,1013件
5,1150-1199,4519円,122分,105%,938件
6,1200-1249,4448円,118分,105%,896件
7,1250-1299,4640円,117分,105.3%,915件
8,1300-1349,4272円,114分,105%,816件
9,1350-1399,4779円,111分,105.7%,792件
10,1400-1449,5780円,108分,107.1%,738件
11,1450-1499,5189円,106分,106.5%,759件
12,1500-1549,5223円,103分,106.8%,782件
13,1550-1599,5173円,99分,107%,752件
14,1600-1649,5528円,97分,107.6%,733件
15,1650-1699,6194円,93分,108.9%,705件
16,1700-1749,6401円,91分,109.4%,689件
17,1750-1799,5884円,89分,108.8%,612件
18,1800-1849,6192円,84分,109.8%,641件
19,1850-1899,6845円,84分,110.9%,611件
20,1900-1949,6377円,78分,110.9%,597件
21,1950-1999,6714円,76分,111.8%,562件
22,2000-2049,6323円,72分,111.7%,551件
23,2050-2099,7200円,67分,114.4%,564件
24,2100-2149,7329円,64分,115.3%,559件
25,2150-2199,6316円,60分,114.1%,553件
26,2200-2249,7134円,57分,116.6%,525件
27,2250-2299,7091円,55分,117.2%,517件
28,2300-2349,7412円,51分,119.6%,529件
29,2350-2399,7005円,49分,119.2%,439件
30,2400-2449,7272円,47分,120.8%,486件
31,2450-2499,8041円,45分,123.7%,453件
32,2500-2549,8566円,43分,126.5%,449件
33,2550-2599,9160円,42分,129.2%,417件
34,2600-2649,8940円,40分,130%,444件
35,2650-2699,9840円,38分,134.6%,368件
36,2700-2749,10760円,35分,140.6%,388件
37,2750-2799,11384円,32分,146.8%,366件
38,2800-2849,12087円,31分,152.7%,327件
39,2850-2899,13287円,28分,164.4%,243件
40,2900-2949,14176円,23分,180.8%,189件
