,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,4373円,125分,104.7%,1278件
1,1150-1199,4097円,123分,104.4%,1249件
2,1200-1249,3803円,120分,104.2%,1139件
3,1250-1299,4693円,116分,105.4%,1174件
4,1300-1349,5466円,114分,106.4%,1067件
5,1350-1399,4868円,112分,105.8%,1093件
6,1400-1449,4895円,109分,106%,1084件
7,1450-1499,4829円,105分,106.1%,1050件
8,1500-1549,5083円,103分,106.6%,1091件
9,1550-1599,5671円,100分,107.6%,994件
10,1600-1649,5959円,97分,108.2%,1021件
11,1650-1699,5770円,95分,108.1%,882件
12,1700-1749,5804円,91分,108.5%,919件
13,1750-1799,6137円,90分,109.1%,868件
14,1800-1849,5458円,86分,108.5%,836件
15,1850-1899,6048円,82分,109.8%,826件
16,1900-1949,6391円,78分,110.9%,834件
17,1950-1999,6516円,75分,111.7%,802件
18,2000-2049,6369円,72分,111.8%,777件
19,2050-2099,6111円,67分,112.2%,805件
20,2100-2149,6381円,65分,113.1%,740件
21,2150-2199,6824円,62分,114.6%,759件
22,2200-2249,6979円,58分,115.9%,763件
23,2250-2299,6721円,55分,116.2%,648件
24,2300-2349,6607円,51分,117.1%,680件
25,2350-2399,7214円,49分,119.5%,661件
26,2400-2449,7721円,47分,122%,658件
27,2450-2499,8150円,46分,123.7%,608件
28,2500-2549,7951円,44分,123.9%,625件
29,2550-2599,9117円,42分,129.3%,572件
30,2600-2649,9663円,40分,132%,559件
31,2650-2699,9972円,38分,134.9%,525件
32,2700-2749,10553円,37分,138.5%,476件
33,2750-2799,11602円,33分,147.1%,386件
34,2800-2849,12516円,30分,156.2%,346件
35,2850-2899,13118円,27分,165.9%,273件
36,2900-2949,14429円,24分,180.4%,185件
