,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,2098円,145分,101.9%,1138件
1,550-599,1418円,145分,101.3%,1439件
2,600-649,1920円,142分,101.8%,1349件
3,650-699,2430円,138分,102.3%,1216件
4,700-749,2568円,137分,102.5%,1054件
5,750-799,2292円,138分,102.2%,937件
6,800-849,2299円,135分,102.3%,918件
7,850-899,2820円,131分,102.9%,865件
8,900-949,2351円,132分,102.4%,775件
9,950-999,3288円,128分,103.4%,733件
10,1000-1049,3362円,124分,103.6%,644件
11,1050-1099,3863円,122分,104.2%,649件
12,1100-1149,3525円,120分,103.9%,1166件
13,1150-1199,3430円,117分,103.9%,645件
14,1200-1249,4030円,114分,104.7%,687件
15,1250-1299,4139円,112分,104.9%,625件
16,1300-1349,4249円,110分,105.2%,542件
17,1350-1399,3561円,109分,104.4%,516件
18,1400-1449,4555円,105分,105.8%,532件
19,1450-1499,4198円,104分,105.4%,461件
20,1500-1549,5027円,99分,106.8%,448件
21,1550-1599,5263円,97分,107.2%,423件
22,1600-1649,4964円,95分,106.9%,442件
23,1650-1699,5601円,92分,108.2%,479件
24,1700-1749,5686円,87分,108.7%,439件
25,1750-1799,5162円,87分,107.9%,429件
26,1800-1849,6295円,82分,110.2%,405件
27,1850-1899,6721円,79分,111.3%,383件
28,1900-1949,6153円,78分,110.5%,347件
29,1950-1999,7181円,74分,112.9%,396件
30,2000-2049,7597円,72分,114.1%,360件
31,2050-2099,6749円,67分,113.5%,348件
32,2100-2149,7093円,62分,115.3%,313件
33,2150-2199,7403円,58分,117.1%,321件
34,2200-2249,8119円,52分,120.8%,337件
35,2250-2299,7820円,50分,120.7%,307件
36,2300-2349,7561円,46分,122%,340件
37,2350-2399,7749円,44分,123.3%,299件
38,2400-2449,7741円,44分,123.5%,293件
39,2450-2499,8872円,41分,129%,311件
40,2500-2549,8502円,40分,128%,262件
41,2550-2599,8980円,39分,131%,290件
42,2600-2649,9395円,38分,133.4%,251件
43,2650-2699,9908円,35分,137.5%,240件
44,2700-2749,10425円,34分,140.4%,226件
45,2750-2799,10712円,32分,145.3%,250件
46,2800-2849,11310円,29分,152.9%,204件
47,2850-2899,12760円,26分,165.8%,219件
48,2900-2949,13201円,22分,178.5%,184件
