,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,1416円,139分,101.4%,66件
1,800-849,3431円,129分,103.6%,72件
2,850-899,3209円,120分,103.6%,88件
3,900-949,1182円,125分,101.3%,123件
4,950-999,2438円,127分,102.6%,123件
5,1000-1049,2393円,123分,102.6%,125件
6,1050-1099,2002円,123分,102.2%,149件
7,1100-1149,1289円,123分,101.4%,154件
8,1150-1199,3232円,120分,103.6%,164件
9,1200-1249,4328円,113分,105.1%,171件
10,1250-1299,2411円,114分,102.8%,176件
11,1300-1349,2192円,110分,102.6%,223件
12,1350-1399,4082円,106分,105.2%,200件
13,1400-1449,4045円,109分,104.9%,206件
14,1450-1499,4331円,100分,105.8%,197件
15,1500-1549,4990円,94分,107.1%,208件
16,1550-1599,4907円,95分,106.9%,188件
17,1600-1649,4901円,96分,106.8%,190件
18,1650-1699,4816円,89分,107.2%,166件
19,1700-1749,4253円,86分,106.6%,158件
20,1750-1799,4870円,87分,107.4%,166件
21,1800-1849,4960円,79分,108.3%,152件
22,1850-1899,5330円,79分,109%,146件
23,1900-1949,5534円,75分,109.9%,160件
24,1950-1999,5351円,73分,109.8%,144件
25,2000-2049,6353円,68分,112.4%,123件
26,2050-2099,7030円,69分,113.6%,137件
27,2100-2149,6191円,63分,113.2%,119件
28,2150-2199,8167円,56分,119.5%,102件
29,2200-2249,5849円,56分,113.9%,94件
30,2250-2299,6706円,50分,118%,80件
31,2300-2349,5975円,46分,117.2%,109件
32,2350-2399,7963円,41分,125.8%,119件
33,2400-2449,8270円,39分,128.6%,91件
34,2450-2499,8361円,41分,127.1%,85件
35,2500-2549,8256円,42分,126.5%,77件
36,2550-2599,9714円,37分,135.1%,86件
37,2600-2649,9015円,37分,132.7%,80件
38,2650-2699,9987円,35分,137.7%,72件
39,2700-2749,10012円,34分,139.6%,75件
40,2750-2799,10677円,31分,146.3%,71件
41,2800-2849,10737円,28分,151.6%,67件
42,2850-2899,12632円,26分,165.4%,86件
43,2900-2949,13276円,21分,184.5%,63件
