,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,-166円,154分,99.9%,3750件
1,450-499,94円,151分,100.1%,3599件
2,500-549,37円,149分,100%,3186件
3,550-599,343円,148分,100.3%,3101件
4,600-649,822円,145分,100.8%,2912件
5,650-699,966円,144分,100.9%,2750件
6,700-749,879円,140分,100.8%,4989件
7,750-799,886円,140分,100.8%,2869件
8,800-849,788円,137分,100.8%,2916件
9,850-899,1154円,135分,101.1%,2436件
10,900-949,1321円,132分,101.3%,2233件
11,950-999,1376円,130分,101.4%,2151件
12,1000-1049,1142円,128分,101.2%,2086件
13,1050-1099,1480円,125分,101.6%,2003件
14,1100-1149,2041円,122分,102.2%,2061件
15,1150-1199,2682円,121分,103%,1888件
16,1200-1249,2177円,118分,102.5%,1911件
17,1250-1299,2830円,114分,103.3%,1900件
18,1300-1349,2056円,113分,102.4%,1791件
19,1350-1399,2364円,111分,102.9%,1836件
20,1400-1449,3074円,107分,103.8%,1730件
21,1450-1499,3257円,105分,104.2%,1749件
22,1500-1549,3288円,102分,104.3%,1625件
23,1550-1599,3457円,98分,104.7%,1633件
24,1600-1649,3799円,97分,105.2%,1540件
25,1650-1699,3353円,94分,104.8%,1511件
26,1700-1749,3803円,90分,105.6%,1446件
27,1750-1799,4188円,87分,106.4%,1456件
28,1800-1849,3787円,84分,106%,1403件
29,1850-1899,3977円,81分,106.6%,1368件
30,1900-1949,4017円,77分,107%,1373件
31,1950-1999,4761円,74分,108.5%,1330件
32,2000-2049,4618円,71分,108.6%,1312件
33,2050-2099,4977円,69分,109.7%,1268件
34,2100-2149,4981円,66分,110.1%,1169件
35,2150-2199,4670円,62分,110.1%,1164件
36,2200-2249,5522円,59分,112.5%,1147件
37,2250-2299,5645円,55分,113.8%,1147件
38,2300-2349,5778円,52分,114.9%,1061件
39,2350-2399,5859円,49分,116.1%,1096件
40,2400-2449,6454円,47分,118.4%,1015件
41,2450-2499,6962円,45分,120.5%,1015件
42,2500-2549,7347円,44分,122.4%,954件
43,2550-2599,8025円,42分,125.4%,853件
44,2600-2649,8602円,39分,129.5%,708件
45,2650-2699,9132円,37分,132.5%,631件
46,2700-2749,9713円,35分,137.4%,473件
47,2750-2799,10691円,32分,144%,370件
48,2800-2849,11456円,29分,152.7%,317件
49,2850-2899,12889円,26分,166%,264件
50,2900-2949,13230円,24分,173.8%,192件
