,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,5035円,113分,106%,2508件
1,1350-1399,4718円,111分,105.7%,2507件
2,1400-1449,5250円,106分,106.6%,2425件
3,1450-1499,5227円,106分,106.6%,2301件
4,1500-1549,5493円,103分,107.1%,2342件
5,1550-1599,5551円,100分,107.4%,2209件
6,1600-1649,5642円,97分,107.8%,2222件
7,1650-1699,5669円,95分,108%,2219件
8,1700-1749,5702円,91分,108.3%,2115件
9,1750-1799,5938円,89分,108.9%,1986件
10,1800-1849,5679円,85分,108.9%,2068件
11,1850-1899,5950円,82分,109.7%,2019件
12,1900-1949,5563円,78分,109.5%,1810件
13,1950-1999,6365円,75分,111.4%,1886件
14,2000-2049,6486円,72分,112.1%,1791件
15,2050-2099,6365円,69分,112.4%,1776件
16,2100-2149,6338円,66分,112.9%,1744件
17,2150-2199,6509円,63分,113.9%,1721件
18,2200-2249,6671円,59分,115.1%,1634件
19,2250-2299,6837円,55分,116.5%,1564件
20,2300-2349,7318円,51分,119.2%,1568件
21,2350-2399,7104円,50分,119.1%,1524件
22,2400-2449,7578円,47分,121.7%,1490件
23,2450-2499,7989円,45分,123.9%,1488件
24,2500-2549,8324円,44分,125.3%,1410件
25,2550-2599,8335円,43分,125.7%,1177件
