,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,4917円,115分,105.7%,1900件
1,1300-1349,4101円,115分,104.7%,1791件
2,1350-1399,4366円,112分,105.2%,1836件
3,1400-1449,5050円,108分,106.2%,1730件
4,1450-1499,5201円,106分,106.5%,1749件
5,1500-1549,5173円,103分,106.7%,1625件
6,1550-1599,5279円,99分,107.1%,1633件
7,1600-1649,5614円,98分,107.6%,1540件
8,1650-1699,5085円,95分,107.1%,1511件
9,1700-1749,5497円,92分,108%,1446件
10,1750-1799,5833円,88分,108.8%,1456件
11,1800-1849,5337円,85分,108.4%,1403件
12,1850-1899,5480円,82分,108.9%,1368件
13,1900-1949,5449円,78分,109.3%,1373件
14,1950-1999,6177円,76分,110.9%,1330件
15,2000-2049,5972円,72分,111%,1312件
16,2050-2099,6296円,70分,112%,1268件
17,2100-2149,6248円,67分,112.5%,1169件
18,2150-2199,5846円,63分,112.4%,1164件
19,2200-2249,6675円,60分,114.8%,1147件
20,2250-2299,6719円,56分,116.1%,1147件
21,2300-2349,6795円,53分,117.2%,1061件
22,2350-2399,6842円,49分,118.5%,1096件
23,2400-2449,7429円,48分,120.8%,1015件
24,2450-2499,7935円,46分,123%,1015件
25,2500-2549,8319円,45分,124.9%,954件
26,2550-2599,8998円,43分,127.9%,853件
27,2600-2649,9575円,40分,132.1%,708件
28,2650-2699,10105円,38分,135.1%,631件
29,2700-2749,10686円,35分,140.2%,473件
30,2750-2799,11664円,33分,146.7%,370件
31,2800-2849,12429円,30分,155.6%,317件
32,2850-2899,13862円,27分,168.7%,264件
33,2900-2949,14203円,25分,176.5%,192件
