,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,4762円,115分,105.5%,861件
1,1300-1349,5408円,114分,106.3%,882件
2,1350-1399,5894円,111分,107.1%,801件
3,1400-1449,5215円,109分,106.4%,754件
4,1450-1499,5457円,108分,106.8%,789件
5,1500-1549,6285円,101分,108.3%,802件
6,1550-1599,5813円,99分,107.8%,748件
7,1600-1649,6590円,98分,109%,629件
8,1650-1699,6329円,95分,108.9%,630件
9,1700-1749,6541円,92分,109.5%,628件
10,1750-1799,6021円,89分,109%,612件
11,1800-1849,6239円,85分,109.8%,615件
12,1850-1899,6589円,81分,110.8%,569件
13,1900-1949,6615円,79分,111.2%,546件
14,1950-1999,6570円,73分,112%,542件
15,2000-2049,6657円,71分,112.5%,511件
16,2050-2099,6414円,68分,112.6%,508件
17,2100-2149,6709円,67分,113.4%,488件
18,2150-2199,6999円,62分,115.1%,476件
19,2200-2249,7309円,58分,116.9%,462件
20,2250-2299,7362円,56分,117.6%,462件
21,2300-2349,7478円,51分,119.4%,422件
22,2350-2399,7428円,50分,119.8%,407件
23,2400-2449,7448円,47分,120.9%,372件
24,2450-2499,8266円,46分,124.2%,386件
25,2500-2549,8479円,44分,125.7%,371件
26,2550-2599,9121円,42分,128.7%,358件
27,2600-2649,9711円,40分,132.3%,389件
28,2650-2699,10421円,38分,136.9%,350件
29,2700-2749,10892円,35分,141.5%,372件
30,2750-2799,11921円,33分,148.1%,325件
31,2800-2849,12453円,30分,155%,307件
32,2850-2899,13495円,27分,166.8%,282件
33,2900-2949,14375円,24分,181.3%,247件
