,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,2742円,148分,102.5%,20件
1,600-649,965円,140分,100.9%,32件
2,650-699,1710円,124分,101.8%,45件
3,700-749,777円,147分,100.7%,67件
4,750-799,3545円,134分,103.5%,73件
5,800-849,1237円,137分,101.2%,68件
6,850-899,2939円,130分,103%,87件
7,900-949,1640円,131分,101.7%,102件
8,950-999,1564円,129分,101.6%,98件
9,1000-1049,1356円,129分,101.4%,127件
10,1050-1099,2446円,130分,102.5%,134件
11,1100-1149,2795円,122分,103%,163件
12,1150-1199,3680円,110分,104.5%,163件
13,1200-1249,2907円,117分,103.3%,162件
14,1250-1299,3384円,109分,104.1%,164件
15,1300-1349,3079円,110分,103.7%,180件
16,1350-1399,2252円,110分,102.7%,198件
17,1400-1449,2624円,107分,103.3%,174件
18,1450-1499,3334円,103分,104.3%,204件
19,1500-1549,2990円,100分,104%,190件
20,1550-1599,3921円,99分,105.3%,204件
21,1600-1649,3897円,98分,105.3%,194件
22,1650-1699,4508円,92分,106.5%,176件
23,1700-1749,3287円,89分,104.9%,195件
24,1750-1799,4345円,83分,106.9%,212件
25,1800-1849,3947円,82分,106.4%,189件
26,1850-1899,5643円,80分,109.4%,192件
27,1900-1949,5338円,76分,109.4%,152件
28,1950-1999,4096円,74分,107.4%,160件
29,2000-2049,5778円,70分,111%,169件
30,2050-2099,5876円,69分,111.4%,148件
31,2100-2149,6219円,64分,113%,171件
32,2150-2199,5885円,60分,113.2%,140件
33,2200-2249,6633円,55分,116.2%,133件
34,2250-2299,5858円,54分,114.5%,138件
35,2300-2349,6597円,49分,118%,138件
36,2350-2399,6240円,47分,117.7%,99件
37,2400-2449,6474円,46分,118.7%,118件
38,2450-2499,7083円,43分,121.8%,114件
39,2500-2549,6410円,43分,119.9%,93件
40,2550-2599,8309円,39分,128.5%,94件
41,2600-2649,8880円,37分,132.1%,88件
42,2650-2699,9523円,34分,137.4%,91件
43,2700-2749,9452円,36分,134.7%,102件
44,2750-2799,10361円,31分,144%,96件
45,2800-2849,11647円,30分,152.1%,77件
46,2850-2899,12528円,26分,165.1%,80件
47,2900-2949,13519円,24分,176.5%,55件
