,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,320円,144分,100.3%,1138件
1,550-599,-336円,144分,99.7%,1439件
2,600-649,200円,140分,100.2%,1349件
3,650-699,736円,137分,100.7%,1216件
4,700-749,885円,135分,100.9%,1054件
5,750-799,601円,136分,100.6%,937件
6,800-849,648円,134分,100.6%,918件
7,850-899,1207円,129分,101.2%,865件
8,900-949,730円,131分,100.7%,775件
9,950-999,1696円,126分,101.8%,733件
10,1000-1049,1823円,122分,102%,644件
11,1050-1099,2316円,121分,102.6%,649件
12,1100-1149,2017円,118分,102.3%,1166件
13,1150-1199,1974円,116分,102.3%,645件
14,1200-1249,2583円,113分,103.1%,687件
15,1250-1299,2718円,111分,103.3%,625件
16,1300-1349,2848円,109分,103.5%,542件
17,1350-1399,2204円,107分,102.7%,516件
18,1400-1449,3208円,104分,104.1%,532件
19,1450-1499,2880円,103分,103.7%,461件
20,1500-1549,3755円,97分,105.1%,448件
21,1550-1599,4005円,96分,105.6%,423件
22,1600-1649,3733円,94分,105.3%,442件
23,1650-1699,4405円,90分,106.5%,479件
24,1700-1749,4527円,86分,107%,439件
25,1750-1799,4036円,86分,106.3%,429件
26,1800-1849,5176円,81分,108.5%,405件
27,1850-1899,5631円,78分,109.6%,383件
28,1900-1949,5111円,77分,108.8%,347件
29,1950-1999,6142円,73分,111.2%,396件
30,2000-2049,6578円,71分,112.4%,360件
31,2050-2099,5825円,66分,111.8%,348件
32,2100-2149,6223円,61分,113.6%,313件
33,2150-2199,6595円,57分,115.4%,321件
34,2200-2249,7360円,51分,119.1%,337件
35,2250-2299,7089円,50分,119%,307件
36,2300-2349,6895円,45分,120.3%,340件
37,2350-2399,7104円,44分,121.6%,299件
38,2400-2449,7105円,43分,121.8%,293件
39,2450-2499,8236円,40分,127.3%,311件
40,2500-2549,7992円,40分,126.6%,262件
41,2550-2599,8470円,38分,129.6%,290件
42,2600-2649,8884円,37分,132%,251件
43,2650-2699,9398円,35分,136%,240件
44,2700-2749,9914円,34分,139%,226件
45,2750-2799,10202円,31分,143.7%,250件
46,2800-2849,10800円,28分,151.3%,204件
47,2850-2899,12250円,25分,164.3%,219件
48,2900-2949,12690円,22分,177%,184件
