,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-2893円,169分,97.7%,47件
1,400-449,-1452円,154分,98.7%,70件
2,450-499,-1629円,148分,98.5%,104件
3,500-549,-1127円,148分,99%,136件
4,550-599,-1259円,140分,98.8%,179件
5,600-649,-226円,139分,99.8%,204件
6,650-699,-291円,139分,99.7%,215件
7,700-749,-177円,137分,99.8%,239件
8,750-799,-1203円,139分,98.8%,281件
9,800-849,-151円,135分,99.9%,288件
10,850-899,292円,133分,100.3%,301件
11,900-949,500円,130分,100.5%,358件
12,950-999,1143円,127分,101.2%,360件
13,1000-1049,461円,124分,100.5%,435件
14,1050-1099,1454円,123分,101.6%,425件
15,1100-1149,488円,121分,100.5%,421件
16,1150-1199,655円,119分,100.7%,479件
17,1200-1249,1375円,117分,101.6%,470件
18,1250-1299,1592円,114分,101.9%,402件
19,1300-1349,889円,115分,101%,425件
20,1350-1399,1751円,106分,102.2%,436件
21,1400-1449,1483円,106分,101.9%,447件
22,1450-1499,2180円,102分,102.9%,413件
23,1500-1549,2177円,99分,102.9%,433件
24,1550-1599,2844円,97分,103.9%,411件
25,1600-1649,3250円,95分,104.6%,446件
26,1650-1699,2931円,91分,104.3%,384件
27,1700-1749,2792円,89分,104.2%,383件
28,1750-1799,3452円,84分,105.5%,335件
29,1800-1849,3799円,79分,106.4%,339件
30,1850-1899,4503円,79分,107.6%,320件
31,1900-1949,4594円,76分,108.1%,316件
32,1950-1999,4235円,71分,107.9%,283件
33,2000-2049,5027円,69分,109.7%,276件
34,2050-2099,5192円,66分,110.5%,276件
35,2100-2149,4321円,64分,109%,265件
36,2150-2199,3923円,63分,108.3%,263件
37,2200-2249,5241円,56分,112.6%,226件
38,2250-2299,5207円,54分,112.9%,226件
39,2300-2349,5425円,50分,114.4%,224件
40,2350-2399,5665円,47分,116%,229件
41,2400-2449,6491円,43分,120.3%,204件
42,2450-2499,5605円,44分,116.9%,216件
43,2500-2549,6409円,43分,120%,174件
44,2550-2599,7897円,39分,127.3%,199件
45,2600-2649,8263円,39分,128.4%,160件
46,2650-2699,8915円,36分,133.4%,201件
47,2700-2749,9084円,35分,134.2%,157件
48,2750-2799,10290円,32分,143.2%,146件
49,2800-2849,11329円,28分,154.5%,144件
50,2850-2899,11824円,26分,161.1%,156件
51,2900-2949,13416円,23分,178.4%,130件
