,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,2681円,148分,102.4%,377件
1,450-499,1390円,151分,101.2%,604件
2,500-549,1138円,149分,101%,706件
3,550-599,2278円,142分,102.1%,767件
4,600-649,1845円,143分,101.7%,757件
5,650-699,2010円,140分,101.9%,794件
6,700-749,2149円,140分,102%,797件
7,750-799,1906円,140分,101.8%,810件
8,800-849,2279円,137分,102.2%,820件
9,850-899,2297円,134分,102.3%,793件
10,900-949,3172円,131分,103.2%,756件
11,950-999,2149円,131分,102.2%,903件
12,1000-1049,2882円,124分,103.1%,896件
13,1050-1099,2711円,124分,102.9%,944件
14,1100-1149,3286円,121分,103.6%,805件
15,1150-1199,3216円,117分,103.7%,809件
16,1200-1249,3215円,119分,103.6%,736件
17,1250-1299,3836円,114分,104.5%,713件
18,1300-1349,3928円,114分,104.6%,628件
19,1350-1399,3208円,109分,103.9%,578件
20,1400-1449,3681円,105分,104.7%,586件
21,1450-1499,4575円,104分,105.9%,537件
22,1500-1549,3688円,103分,104.8%,507件
23,1550-1599,4405円,99分,105.9%,556件
24,1600-1649,4528円,95分,106.4%,532件
25,1650-1699,4521円,92分,106.5%,526件
26,1700-1749,5296円,91分,107.8%,430件
27,1750-1799,5167円,87分,107.9%,447件
28,1800-1849,5616円,84分,108.9%,442件
29,1850-1899,5293円,81分,108.7%,432件
30,1900-1949,5154円,77分,108.9%,423件
31,1950-1999,5948円,73分,110.9%,392件
32,2000-2049,5919円,71分,111.2%,376件
33,2050-2099,5568円,66分,111.3%,377件
34,2100-2149,5853円,63分,112.3%,355件
35,2150-2199,5931円,59分,113.5%,351件
36,2200-2249,6494円,57分,115.3%,329件
37,2250-2299,6253円,53分,115.6%,320件
38,2300-2349,6918円,49分,118.9%,318件
39,2350-2399,7230円,47分,120.7%,312件
40,2400-2449,7503円,46分,121.8%,276件
41,2450-2499,7472円,45分,122.3%,269件
42,2500-2549,7574円,43分,123.5%,264件
43,2550-2599,8730円,40分,128.9%,286件
44,2600-2649,8631円,39分,129.2%,241件
45,2650-2699,9686円,36分,135.4%,232件
46,2700-2749,10169円,35分,139.3%,269件
47,2750-2799,10962円,32分,145.5%,236件
48,2800-2849,11495円,29分,153.4%,250件
49,2850-2899,12626円,26分,164.3%,210件
50,2900-2949,13296円,23分,178.7%,197件
