,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,3634円,123分,103.9%,23件
1,1150-1199,3051円,115分,103.5%,29件
2,1200-1249,5635円,122分,106.1%,28件
3,1250-1299,5082円,116分,105.8%,42件
4,1300-1349,5355円,105分,106.8%,38件
5,1350-1399,4478円,111分,105.4%,42件
6,1400-1449,3979円,102分,105.2%,51件
7,1450-1499,5692円,98分,107.8%,64件
8,1500-1549,6074円,101分,108%,43件
9,1550-1599,5444円,99分,107.3%,49件
10,1600-1649,3604円,92分,105.2%,50件
11,1650-1699,4560円,89分,106.9%,52件
12,1700-1749,5703円,87分,108.7%,61件
13,1750-1799,5863円,83分,109.4%,49件
14,1800-1849,3772円,81分,106.2%,58件
15,1850-1899,5669円,77分,109.8%,61件
16,1900-1949,4933円,70分,109.4%,42件
17,1950-1999,6177円,69分,111.9%,62件
18,2000-2049,7021円,69分,113.5%,62件
19,2050-2099,4280円,64分,109%,54件
20,2100-2149,6712円,60分,114.9%,67件
21,2150-2199,5715円,61分,112.5%,67件
22,2200-2249,5233円,53分,113.2%,61件
23,2250-2299,6604円,49分,118%,57件
24,2300-2349,6689円,49分,118.2%,58件
25,2350-2399,5879円,45分,117.2%,58件
26,2400-2449,7515円,42分,123.8%,40件
27,2450-2499,5830円,45分,117.3%,41件
28,2500-2549,6470円,43分,119.8%,47件
29,2550-2599,9087円,37分,132.5%,39件
30,2600-2649,9559円,32分,140.3%,25件
31,2650-2699,9814円,32分,140.7%,30件
32,2700-2749,9031円,34分,135.7%,29件
33,2750-2799,10293円,30分,145%,36件
34,2800-2849,10737円,29分,148.9%,35件
35,2850-2899,12433円,24分,168.1%,28件
36,2900-2949,12924円,21分,180.9%,18件
