,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,7191円,107分,109%,70件
1,1450-1499,6385円,102分,108.4%,64件
2,1500-1549,7021円,98分,109.5%,74件
3,1550-1599,5779円,100分,107.7%,86件
4,1600-1649,7064円,94分,110%,88件
5,1650-1699,7466円,94分,110.6%,107件
6,1700-1749,7349円,91分,110.8%,90件
7,1750-1799,8093円,91分,111.9%,94件
8,1800-1849,8568円,87分,113.1%,88件
9,1850-1899,7655円,82分,112.4%,75件
10,1900-1949,7759円,77分,113.5%,104件
11,1950-1999,7471円,76分,113.1%,95件
12,2000-2049,6960円,71分,113.1%,85件
13,2050-2099,8742円,65分,118%,80件
14,2100-2149,6766円,65分,114%,63件
15,2150-2199,6688円,63分,114.1%,75件
16,2200-2249,7306円,59分,116.4%,54件
17,2250-2299,6773円,57分,115.8%,54件
18,2300-2349,7618円,49分,120.7%,60件
19,2350-2399,8915円,46分,126.1%,62件
20,2400-2449,8011円,46分,123%,47件
21,2450-2499,7152円,47分,120.1%,49件
22,2500-2549,9374円,43分,129.1%,59件
23,2550-2599,9227円,42分,129.4%,47件
24,2600-2649,9679円,41分,131.8%,57件
25,2650-2699,9767円,41分,131.7%,54件
26,2700-2749,11027円,36分,140.7%,42件
27,2750-2799,12308円,33分,149.3%,39件
28,2800-2849,12314円,30分,155.1%,37件
29,2850-2899,13551円,25分,171.2%,36件
30,2900-2949,14622円,25分,178.5%,47件
