,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-2737円,162分,97.7%,592件
1,150-199,-1628円,159分,98.6%,1059件
2,200-249,-2439円,159分,98%,1493件
3,250-299,-2066円,156分,98.2%,1761件
4,300-349,-1543円,154分,98.7%,1978件
5,350-399,-1261円,151分,98.9%,2042件
6,400-449,-1077円,148分,99%,2078件
7,450-499,-1009円,149分,99.1%,2172件
8,500-549,-792円,146分,99.3%,2171件
9,550-599,-911円,145分,99.2%,2160件
10,600-649,-767円,142分,99.3%,2136件
11,650-699,198円,139分,100.2%,2149件
12,700-749,-708円,139分,99.3%,2480件
13,750-799,-128円,135分,99.9%,2425件
14,800-849,-329円,134分,99.7%,2420件
15,850-899,373円,131分,100.4%,2269件
16,900-949,228円,130分,100.2%,2168件
17,950-999,487円,128分,100.5%,1910件
18,1000-1049,598円,126分,100.6%,1854件
19,1050-1099,822円,125分,100.9%,1723件
20,1100-1149,641円,119分,100.7%,1605件
21,1150-1199,1268円,118分,101.4%,1615件
22,1200-1249,1437円,115分,101.7%,1513件
23,1250-1299,1491円,115分,101.7%,1436件
24,1300-1349,1527円,111分,101.8%,1493件
25,1350-1399,2231円,107分,102.8%,1463件
26,1400-1449,1596円,104分,102%,1346件
27,1450-1499,2454円,103分,103.2%,1168件
28,1500-1549,2522円,101分,103.3%,1192件
29,1550-1599,2673円,99分,103.6%,1206件
30,1600-1649,2615円,94分,103.7%,1112件
31,1650-1699,3105円,90分,104.6%,1160件
32,1700-1749,3287円,88分,105%,1045件
33,1750-1799,3939円,85分,106.2%,1053件
34,1800-1849,3410円,81分,105.6%,1044件
35,1850-1899,3715円,79分,106.3%,949件
36,1900-1949,3793円,76分,106.7%,984件
37,1950-1999,3835円,75分,106.8%,939件
38,2000-2049,4356円,70分,108.3%,909件
39,2050-2099,4935円,67分,109.8%,850件
40,2100-2149,4813円,64分,110%,886件
41,2150-2199,5199円,61分,111.4%,791件
42,2200-2249,4870円,58分,111.2%,773件
43,2250-2299,5234円,54分,112.8%,717件
44,2300-2349,5763円,50分,115.5%,733件
45,2350-2399,5656円,47分,116%,717件
46,2400-2449,6002円,46分,117.5%,676件
47,2450-2499,6885円,43分,121.2%,734件
48,2500-2549,7371円,41分,123.8%,688件
49,2550-2599,7286円,40分,124.2%,676件
50,2600-2649,8167円,38分,128.5%,600件
51,2650-2699,8626円,36分,131.6%,592件
52,2700-2749,9407円,34分,137.1%,530件
53,2750-2799,10035円,32分,141.9%,482件
54,2800-2849,11051円,29分,151.4%,420件
55,2850-2899,11764円,25分,161.9%,364件
56,2900-2949,12700円,23分,174.7%,278件
