,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,3496円,133分,103.5%,2168件
1,950-999,3721円,130分,103.8%,1910件
2,1000-1049,3779円,128分,103.9%,1854件
3,1050-1099,4002円,128分,104.2%,1723件
4,1100-1149,3626円,122分,104%,1605件
5,1150-1199,4295円,121分,104.7%,1615件
6,1200-1249,4381円,118分,105%,1513件
7,1250-1299,4433円,117分,105%,1436件
8,1300-1349,4366円,113分,105.1%,1493件
9,1350-1399,5024円,109分,106.1%,1463件
10,1400-1449,4243円,106分,105.3%,1346件
11,1450-1499,5145円,105分,106.5%,1168件
12,1500-1549,5158円,103分,106.7%,1192件
13,1550-1599,5269円,101分,106.9%,1206件
14,1600-1649,5061円,96分,107%,1112件
15,1650-1699,5493円,93分,107.9%,1160件
16,1700-1749,5608円,90分,108.3%,1045件
17,1750-1799,6248円,87分,109.6%,1053件
18,1800-1849,5545円,83分,108.9%,1044件
19,1850-1899,5825円,81分,109.6%,949件
20,1900-1949,5799円,77分,110%,984件
21,1950-1999,5806円,76分,110.1%,939件
22,2000-2049,6269円,72分,111.6%,909件
23,2050-2099,6805円,69分,113.2%,850件
24,2100-2149,6562円,66分,113.3%,886件
25,2150-2199,6897円,63分,114.7%,791件
26,2200-2249,6450円,59分,114.5%,773件
27,2250-2299,6744円,56分,116.1%,717件
28,2300-2349,7179円,51分,118.8%,733件
29,2350-2399,7001円,48分,119.3%,717件
30,2400-2449,7326円,47分,120.9%,676件
31,2450-2499,8206円,44分,124.6%,734件
32,2500-2549,8692円,43分,127.2%,688件
33,2550-2599,8606円,41分,127.7%,676件
34,2600-2649,9487円,39分,132.1%,600件
35,2650-2699,9946円,38分,135.3%,592件
36,2700-2749,10728円,35分,140.9%,530件
37,2750-2799,11356円,33分,145.7%,482件
38,2800-2849,12372円,30分,155.3%,420件
39,2850-2899,13084円,27分,165.8%,364件
40,2900-2949,14020円,24分,178.4%,278件
