,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,3406円,138分,103.3%,665件
1,750-799,3642円,139分,103.5%,658件
2,800-849,3428円,137分,103.3%,690件
3,850-899,3935円,134分,103.9%,688件
4,900-949,3545円,133分,103.6%,650件
5,950-999,4664円,128分,104.8%,623件
6,1000-1049,3602円,131分,103.7%,742件
7,1050-1099,4150円,122分,104.5%,745件
8,1100-1149,4043円,122分,104.4%,797件
9,1150-1199,4678円,120分,105.2%,673件
10,1200-1249,4534円,114分,105.3%,686件
11,1250-1299,4911円,117分,105.6%,632件
12,1300-1349,4934円,113分,105.8%,588件
13,1350-1399,5186円,112分,106.2%,515件
14,1400-1449,4369円,106分,105.5%,475件
15,1450-1499,5180円,103分,106.7%,498件
16,1500-1549,5640円,102分,107.4%,428件
17,1550-1599,5092円,101分,106.7%,425件
18,1600-1649,5814円,96分,108.1%,466件
19,1650-1699,5933円,92分,108.6%,455件
20,1700-1749,5803円,90分,108.6%,444件
21,1750-1799,6293円,88分,109.6%,353件
22,1800-1849,6284円,84分,110%,377件
23,1850-1899,6502円,81分,110.7%,346件
24,1900-1949,6603円,78分,111.3%,359件
25,1950-1999,6017円,74分,110.8%,344件
26,2000-2049,6874円,71分,113%,317件
27,2050-2099,6882円,67分,113.7%,316件
28,2100-2149,6683円,62分,114.4%,318件
29,2150-2199,6710円,60分,115%,295件
30,2200-2249,7089円,55分,117.3%,296件
31,2250-2299,7418円,53分,118.6%,278件
32,2300-2349,6721円,50分,118%,263件
33,2350-2399,7558円,46分,122%,254件
34,2400-2449,7983円,45分,123.6%,251件
35,2450-2499,8544円,44分,125.6%,229件
36,2500-2549,8641円,43分,126.6%,228件
37,2550-2599,8875円,41分,128.8%,232件
38,2600-2649,9503円,39分,132.2%,225件
39,2650-2699,9842円,37分,135.3%,208件
40,2700-2749,10659円,35分,140.5%,190件
41,2750-2799,11324円,32分,146.7%,219件
42,2800-2849,12368円,29分,156.5%,203件
43,2850-2899,12909円,26分,166.6%,213件
44,2900-2949,14046円,23分,180.2%,164件
