,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,5906円,129分,106.1%,116件
1,1150-1199,5219円,123分,105.7%,122件
2,1200-1249,6098円,113分,107.2%,130件
3,1250-1299,6232円,117分,107.1%,135件
4,1300-1349,6165円,109分,107.6%,127件
5,1350-1399,5641円,110分,106.8%,135件
6,1400-1449,4197円,108分,105.2%,154件
7,1450-1499,5101円,105分,106.5%,138件
8,1500-1549,5826円,101分,107.7%,173件
9,1550-1599,5909円,98分,108.1%,152件
10,1600-1649,6547円,98分,108.9%,166件
11,1650-1699,7205円,96分,110%,161件
12,1700-1749,6619円,91分,109.7%,139件
13,1750-1799,5654円,87分,108.7%,165件
14,1800-1849,6316円,82分,110.3%,173件
15,1850-1899,5910円,80分,109.8%,155件
16,1900-1949,7351円,78分,112.6%,147件
17,1950-1999,6560円,74分,111.7%,119件
18,2000-2049,5057円,74分,109.2%,123件
19,2050-2099,7126円,70分,113.6%,123件
20,2100-2149,7301円,67分,114.5%,109件
21,2150-2199,7345円,60分,116.4%,132件
22,2200-2249,7212円,57分,116.8%,104件
23,2250-2299,7798円,51分,120.2%,103件
24,2300-2349,7183円,52分,118.5%,111件
25,2350-2399,7868円,47分,122.4%,98件
26,2400-2449,8036円,46分,123.3%,82件
27,2450-2499,7945円,45分,123.3%,95件
28,2500-2549,8506円,43分,126.1%,94件
29,2550-2599,8175円,42分,125.8%,80件
30,2600-2649,9947円,39分,134.1%,75件
31,2650-2699,10123円,38分,135.7%,66件
32,2700-2749,11126円,34分,143.9%,68件
33,2750-2799,11807円,34分,146.3%,93件
34,2800-2849,12226円,30分,154.1%,76件
35,2850-2899,13669円,27分,167.2%,61件
36,2900-2949,14888円,24分,183.2%,60件
