,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-2736円,169分,97.8%,47件
1,400-449,-1306円,154分,98.9%,70件
2,450-499,-1491円,148分,98.7%,104件
3,500-549,-987円,148分,99.1%,136件
4,550-599,-1128円,140分,98.9%,179件
5,600-649,-93円,139分,99.9%,204件
6,650-699,-158円,139分,99.8%,215件
7,700-749,-45円,137分,100%,239件
8,750-799,-1072円,139分,99%,281件
9,800-849,-21円,135分,100%,288件
10,850-899,422円,133分,100.4%,301件
11,900-949,627円,130分,100.6%,358件
12,950-999,1269円,127分,101.3%,360件
13,1000-1049,581円,124分,100.6%,435件
14,1050-1099,1577円,123分,101.7%,425件
15,1100-1149,605円,121分,100.7%,421件
16,1150-1199,770円,119分,100.9%,479件
17,1200-1249,1491円,117分,101.7%,470件
18,1250-1299,1704円,114分,102%,402件
19,1300-1349,1001円,115分,101.2%,425件
20,1350-1399,1856円,106分,102.3%,436件
21,1400-1449,1587円,107分,102%,447件
22,1450-1499,2282円,102分,103%,413件
23,1500-1549,2275円,99分,103%,433件
24,1550-1599,2943円,97分,104%,411件
25,1600-1649,3348円,95分,104.7%,446件
26,1650-1699,3024円,91分,104.4%,384件
27,1700-1749,2881円,89分,104.3%,383件
28,1750-1799,3538円,84分,105.6%,335件
29,1800-1849,3880円,79分,106.6%,339件
30,1850-1899,4586円,79分,107.8%,320件
31,1900-1949,4674円,76分,108.2%,316件
32,1950-1999,4310円,71分,108.1%,283件
33,2000-2049,5102円,69分,109.8%,276件
34,2050-2099,5263円,66分,110.6%,276件
35,2100-2149,4388円,64分,109.2%,265件
36,2150-2199,3987円,63分,108.4%,263件
37,2200-2249,5301円,56分,112.7%,226件
38,2250-2299,5265円,54分,113.1%,226件
39,2300-2349,5480円,50分,114.5%,224件
40,2350-2399,5717円,47分,116.1%,229件
41,2400-2449,6541円,43分,120.4%,204件
42,2450-2499,5655円,44分,117.1%,216件
43,2500-2549,6409円,43分,120%,174件
44,2550-2599,7897円,39分,127.3%,199件
45,2600-2649,8263円,39分,128.4%,160件
46,2650-2699,8915円,36分,133.4%,201件
47,2700-2749,9084円,35分,134.2%,157件
48,2750-2799,10290円,32分,143.2%,146件
49,2800-2849,11329円,28分,154.5%,144件
50,2850-2899,11824円,26分,161.1%,156件
51,2900-2949,13416円,23分,178.4%,130件
