,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,4389円,138分,104.2%,60件
1,850-899,6446円,127分,106.8%,54件
2,900-949,5010円,118分,105.6%,66件
3,950-999,3308円,126分,103.5%,98件
4,1000-1049,4784円,127分,105%,105件
5,1050-1099,5519円,123分,106%,99件
6,1100-1149,4498円,121分,104.9%,128件
7,1150-1199,3704円,123分,104%,124件
8,1200-1249,6334円,118分,107.2%,136件
9,1250-1299,6857円,115分,108%,145件
10,1300-1349,5185円,112分,106.2%,154件
11,1350-1399,4464円,109分,105.5%,178件
12,1400-1449,6486円,105分,108.3%,171件
13,1450-1499,6600円,107分,108.2%,174件
14,1500-1549,6526円,99分,108.8%,172件
15,1550-1599,7472円,92分,110.9%,179件
16,1600-1649,7382円,92分,110.7%,157件
17,1650-1699,7345円,94分,110.4%,163件
18,1700-1749,7253円,87分,111.1%,142件
19,1750-1799,6350円,84分,110%,146件
20,1800-1849,6978円,85分,111%,135件
21,1850-1899,6994円,76分,112.2%,127件
22,1900-1949,6894円,76分,112.1%,117件
23,1950-1999,7277円,73分,113.3%,129件
24,2000-2049,7851円,70分,115.1%,120件
25,2050-2099,8128円,65分,116.6%,98件
26,2100-2149,9050円,67分,118.1%,109件
27,2150-2199,8028円,60分,117.9%,95件
28,2200-2249,9900円,53分,124.9%,82件
29,2250-2299,7238円,53分,118.3%,79件
30,2300-2349,8252円,46分,123.9%,71件
31,2350-2399,7368円,44分,122.2%,91件
32,2400-2449,9382円,39分,131.8%,96件
33,2450-2499,9705円,37分,135%,78件
34,2500-2549,9206円,42分,129.5%,66件
35,2550-2599,9772円,40分,132.5%,66件
36,2600-2649,11357円,35分,142.7%,69件
37,2650-2699,10717円,34分,141.8%,70件
38,2700-2749,11533円,34分,145.8%,61件
39,2750-2799,11546円,31分,149.6%,65件
40,2800-2849,12056円,28分,156.9%,56件
41,2850-2899,11918円,25分,163.7%,52件
42,2900-2949,14398円,24分,181.4%,64件
